track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
1,19,0.36,132.3,131.19,75.83,0.992,1.73,0.573,2.26,16.67,progressive
2,27,0.52,138.11,128.54,80.52,0.931,1.596,0.583,2.2,7.69,progressive
3,739,14.76,44.25,16.38,41.43,0.37,0.395,0.936,0.12,7.18,non_progressive
4,739,14.76,3.67,3.35,3.54,0.91,0.945,0.963,0.01,1.83,immotile
5,332,6.62,71.98,22.64,62.79,0.315,0.361,0.872,0.34,10.12,non_progressive
6,739,14.76,1.78,1.53,1.69,0.861,0.91,0.946,0.0,0.95,immotile
7,739,14.76,3.32,3.18,3.28,0.958,0.971,0.986,0.0,1.76,immotile
8,739,14.76,37.49,9.84,36.16,0.263,0.272,0.965,0.08,4.67,non_progressive
10,407,8.120000000000001,51.01,47.11,50.46,0.924,0.934,0.989,0.05,8.99,progressive
11,731,14.6,41.72,3.22,38.53,0.077,0.084,0.924,0.1,5.0,non_progressive
12,575,11.48,60.84,5.68,57.41,0.093,0.099,0.944,0.13,6.01,non_progressive
13,183,3.64,14.54,6.05,13.94,0.416,0.434,0.959,0.03,6.04,non_progressive
14,590,11.78,54.58,5.74,52.27,0.105,0.11,0.958,0.21,7.05,non_progressive
15,38,0.74,68.43,29.97,58.64,0.438,0.511,0.857,0.23,20.27,progressive
16,99,1.96,17.65,17.05,17.47,0.966,0.976,0.99,0.02,2.04,non_progressive
17,380,7.58,53.71,3.24,50.34,0.06,0.064,0.937,0.18,8.58,non_progressive
18,349,6.96,22.25,18.44,21.66,0.829,0.851,0.973,0.03,8.48,non_progressive
19,162,3.22,29.11,23.12,27.97,0.794,0.827,0.961,0.04,2.8,progressive
20,295,5.88,27.56,4.65,24.38,0.169,0.191,0.885,0.08,11.22,non_progressive
23,51,1.0,56.73,36.28,52.38,0.639,0.693,0.923,0.12,8.0,progressive
24,85,1.68,17.57,13.1,16.95,0.746,0.773,0.964,0.03,7.14,non_progressive
