track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
2,1470,29.38,18.34,0.06,5.74,0.003,0.011,0.313,0.25,24.44,non_progressive
3,195,3.88,31.05,3.39,14.84,0.109,0.228,0.478,0.49,18.04,non_progressive
4,95,1.8800000000000001,64.7,1.28,25.07,0.02,0.051,0.388,1.0,16.49,non_progressive
6,1470,29.38,16.1,0.05,4.38,0.003,0.012,0.272,0.23,23.42,non_progressive
7,916,18.3,21.12,0.53,6.82,0.025,0.078,0.323,0.31,22.62,non_progressive
9,377,7.5200000000000005,15.9,3.21,6.13,0.202,0.523,0.386,0.23,20.88,non_progressive
12,1354,27.060000000000002,15.82,1.03,5.52,0.065,0.187,0.349,0.21,22.54,non_progressive
13,888,17.740000000000002,28.88,0.72,9.32,0.025,0.077,0.323,0.43,19.28,non_progressive
14,918,18.34,12.75,0.96,5.34,0.075,0.18,0.419,0.17,22.3,non_progressive
15,1470,29.38,15.19,0.03,4.02,0.002,0.007,0.264,0.22,23.89,non_progressive
19,499,9.96,26.89,1.79,8.45,0.067,0.212,0.314,0.38,21.49,non_progressive
21,503,10.040000000000001,49.22,1.71,15.14,0.035,0.113,0.308,0.72,19.22,non_progressive
26,1468,29.34,19.12,0.01,5.08,0.0,0.002,0.265,0.27,22.6,non_progressive
28,38,0.74,41.58,2.39,18.65,0.058,0.128,0.449,0.58,16.22,non_progressive
29,654,13.06,35.55,5.2,13.57,0.146,0.383,0.382,0.5,21.67,non_progressive
32,1469,29.36,13.63,0.05,4.34,0.004,0.012,0.319,0.19,21.46,non_progressive
35,513,10.24,51.8,1.26,15.2,0.024,0.083,0.293,0.79,17.87,non_progressive
36,961,19.2,22.72,1.18,6.84,0.052,0.172,0.301,0.34,21.2,non_progressive
37,970,19.38,40.14,0.85,12.3,0.021,0.069,0.306,0.58,19.04,non_progressive
45,155,3.08,20.53,0.61,8.38,0.03,0.072,0.408,0.31,21.1,non_progressive
48,198,3.94,71.75,53.09,57.3,0.74,0.927,0.799,0.66,18.53,progressive
49,191,3.8000000000000003,32.03,3.11,12.62,0.097,0.246,0.394,0.46,18.42,non_progressive
51,989,19.76,21.1,0.92,8.49,0.044,0.109,0.402,0.3,22.32,non_progressive
57,20,0.38,66.57,49.82,57.41,0.748,0.868,0.862,1.23,13.16,progressive
61,159,3.16,21.04,0.84,7.37,0.04,0.115,0.35,0.31,20.89,non_progressive
62,202,4.0200000000000005,30.98,2.07,9.76,0.067,0.212,0.315,0.46,19.9,non_progressive
82,475,9.48,8.63,0.47,3.19,0.055,0.148,0.37,0.12,21.31,non_progressive
94,382,7.62,39.02,24.4,28.63,0.625,0.852,0.734,0.39,20.21,progressive
95,398,7.94,16.86,5.01,10.35,0.297,0.484,0.614,0.17,20.28,non_progressive
96,56,1.1,96.39,30.7,76.76,0.318,0.4,0.796,0.87,11.82,non_progressive
97,469,9.36,5.67,0.29,2.37,0.051,0.122,0.418,0.07,22.54,non_progressive
98,39,0.76,90.23,52.08,70.35,0.577,0.74,0.78,0.89,10.53,progressive
99,469,9.36,5.49,1.38,2.43,0.252,0.569,0.443,0.07,22.54,non_progressive
100,31,0.6,75.39,56.51,60.52,0.75,0.934,0.803,0.68,18.33,progressive
101,102,2.02,18.18,4.4,7.15,0.242,0.615,0.393,0.23,23.27,non_progressive
102,701,14.0,44.46,19.21,29.73,0.432,0.646,0.669,0.5,21.29,progressive
103,467,9.32,8.37,0.85,3.57,0.102,0.239,0.427,0.11,20.71,non_progressive
104,469,9.36,9.42,0.25,3.65,0.026,0.068,0.388,0.12,21.79,non_progressive
105,469,9.36,9.24,1.21,4.45,0.131,0.272,0.482,0.12,21.9,non_progressive
106,189,3.7600000000000002,17.11,1.23,4.79,0.072,0.256,0.28,0.25,23.94,non_progressive
107,469,9.36,6.8,0.57,2.69,0.084,0.212,0.395,0.09,22.65,non_progressive
108,1312,26.22,28.49,3.57,21.12,0.125,0.169,0.741,0.26,20.4,non_progressive
109,132,2.62,99.07,58.25,69.82,0.588,0.834,0.705,1.09,19.47,progressive
110,469,9.36,7.8,0.8,3.16,0.103,0.253,0.405,0.1,22.97,non_progressive
111,477,9.52,26.58,5.27,17.49,0.198,0.301,0.658,0.27,19.43,non_progressive
112,149,2.96,104.73,56.08,76.9,0.535,0.729,0.734,1.07,15.88,progressive
113,31,0.6,9.5,5.41,5.28,0.569,1.023,0.556,0.09,20.0,non_progressive
114,469,9.36,7.14,0.14,2.38,0.02,0.061,0.334,0.1,21.58,non_progressive
115,119,2.36,93.15,41.24,75.54,0.443,0.546,0.811,0.8,16.53,progressive
116,39,0.76,105.38,58.22,80.8,0.552,0.721,0.767,1.04,19.74,progressive
117,321,6.4,10.28,0.44,3.73,0.042,0.117,0.363,0.14,24.38,non_progressive
118,39,0.76,7.47,1.96,2.62,0.262,0.747,0.351,0.11,27.63,non_progressive
119,180,3.58,45.89,37.32,39.34,0.813,0.949,0.857,0.38,17.04,progressive
170,212,4.22,33.99,2.5,11.3,0.073,0.221,0.332,0.5,24.64,non_progressive
171,71,1.4000000000000001,68.47,56.33,60.7,0.823,0.928,0.886,0.51,20.0,progressive
207,190,3.7800000000000002,62.87,3.01,24.25,0.048,0.124,0.386,1.01,17.46,non_progressive
216,56,1.1,49.35,30.37,33.9,0.615,0.896,0.687,0.52,17.27,progressive
248,28,0.54,78.13,25.26,61.21,0.323,0.413,0.783,0.67,22.22,non_progressive
249,133,2.64,105.0,59.51,83.78,0.567,0.71,0.798,1.12,18.56,progressive
254,428,8.540000000000001,29.27,11.07,21.73,0.378,0.51,0.742,0.31,16.39,progressive
288,40,0.78,101.44,65.0,88.7,0.641,0.733,0.874,1.14,16.67,progressive
294,29,0.56,99.55,29.14,77.24,0.293,0.377,0.776,0.91,10.71,non_progressive
374,60,1.18,19.49,0.5,5.42,0.026,0.092,0.278,0.28,21.19,non_progressive
375,235,4.68,49.96,1.91,13.57,0.038,0.141,0.272,0.76,21.79,non_progressive
384,38,0.74,97.69,31.78,80.11,0.325,0.397,0.82,0.85,10.81,non_progressive
418,76,1.5,24.75,5.95,12.67,0.24,0.47,0.512,0.41,21.33,non_progressive
419,33,0.64,54.85,3.97,35.43,0.072,0.112,0.646,0.96,15.62,non_progressive
427,40,0.78,14.48,10.08,11.43,0.696,0.882,0.789,0.27,19.23,non_progressive
430,304,6.0600000000000005,15.98,1.82,5.71,0.114,0.319,0.357,0.24,22.11,non_progressive
455,101,2.0,17.45,4.71,10.6,0.27,0.445,0.607,0.21,21.0,non_progressive
532,78,1.54,111.64,49.88,85.08,0.447,0.586,0.762,1.09,12.34,progressive
567,54,1.06,22.04,2.23,8.54,0.101,0.261,0.387,0.36,16.98,non_progressive
568,43,0.84,16.71,2.02,6.54,0.121,0.308,0.391,0.24,17.86,non_progressive
670,136,2.7,49.6,36.26,38.56,0.731,0.94,0.777,0.48,19.63,progressive
701,62,1.22,17.14,2.98,8.24,0.174,0.361,0.481,0.26,22.13,non_progressive
702,129,2.56,18.65,1.55,7.28,0.083,0.212,0.39,0.26,22.27,non_progressive
708,129,2.56,77.65,13.54,68.56,0.174,0.198,0.883,0.58,14.84,non_progressive
710,67,1.32,21.89,0.49,17.54,0.022,0.028,0.801,0.41,15.91,non_progressive
713,900,17.98,24.61,0.79,7.33,0.032,0.108,0.298,0.37,20.58,non_progressive
729,259,5.16,19.32,1.54,7.08,0.08,0.218,0.367,0.31,20.54,non_progressive
730,37,0.72,56.16,29.54,42.57,0.526,0.694,0.758,0.6,20.83,progressive
754,51,1.0,27.21,16.24,21.14,0.597,0.768,0.777,0.38,20.0,progressive
755,271,5.4,7.93,0.95,2.86,0.12,0.332,0.361,0.11,23.33,non_progressive
762,56,1.1,69.43,7.02,28.9,0.101,0.243,0.416,0.95,25.45,non_progressive
785,144,2.86,109.18,54.41,84.79,0.498,0.642,0.777,1.01,15.03,progressive
788,87,1.72,93.61,36.16,74.91,0.386,0.483,0.8,0.87,14.53,non_progressive
816,80,1.58,76.56,66.41,65.43,0.867,1.015,0.855,0.6,18.35,progressive
870,233,4.64,14.29,0.66,5.45,0.046,0.122,0.382,0.21,21.55,non_progressive
871,83,1.6400000000000001,19.46,8.19,11.75,0.421,0.697,0.604,0.24,20.12,non_progressive
872,159,3.16,71.72,36.98,58.07,0.516,0.637,0.81,0.64,13.29,progressive
901,319,6.36,35.61,1.0,11.91,0.028,0.084,0.335,0.53,19.65,non_progressive
927,56,1.1,63.29,26.11,55.2,0.413,0.473,0.872,0.47,10.0,non_progressive
957,23,0.44,23.76,4.97,11.26,0.209,0.441,0.474,0.34,18.18,non_progressive
1022,236,4.7,18.98,0.34,6.35,0.018,0.053,0.335,0.29,22.34,non_progressive
1032,17,0.32,106.4,12.71,73.03,0.119,0.174,0.686,1.85,21.88,non_progressive
1058,169,3.36,6.97,0.51,2.3,0.073,0.221,0.33,0.09,19.94,non_progressive
1060,172,3.42,17.25,0.59,5.14,0.034,0.114,0.298,0.24,22.22,non_progressive
1063,119,2.36,87.53,66.69,72.31,0.762,0.922,0.826,0.76,21.61,progressive
1065,46,0.9,51.21,21.53,27.76,0.42,0.776,0.542,0.9,22.22,progressive
