track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
1,744,14.86,8.65,0.06,3.16,0.007,0.018,0.365,0.12,22.88,non_progressive
3,677,13.52,8.26,0.06,3.03,0.007,0.019,0.367,0.11,22.71,non_progressive
21,462,9.22,12.7,0.29,5.55,0.023,0.052,0.437,0.18,20.61,non_progressive
22,468,9.34,50.48,9.43,47.23,0.187,0.2,0.936,0.31,22.48,non_progressive
23,433,8.64,5.68,0.04,2.41,0.006,0.015,0.425,0.08,24.31,non_progressive
24,359,7.16,78.47,11.89,74.79,0.151,0.159,0.953,0.39,25.56,non_progressive
25,474,9.46,6.65,0.03,2.37,0.004,0.011,0.357,0.1,22.62,non_progressive
532,112,2.22,78.15,12.16,72.21,0.156,0.168,0.924,0.43,25.68,non_progressive
610,463,9.24,7.78,0.04,3.1,0.005,0.013,0.399,0.1,23.7,non_progressive
710,294,5.86,79.13,14.64,61.92,0.185,0.236,0.782,0.76,22.7,non_progressive
711,601,12.0,98.58,3.26,80.16,0.033,0.041,0.813,0.94,26.08,non_progressive
712,480,9.58,121.85,15.45,79.45,0.127,0.194,0.652,1.5,20.15,non_progressive
810,33,0.64,127.01,74.68,89.37,0.588,0.836,0.704,1.4,23.44,progressive
836,60,1.18,6.02,0.11,2.54,0.018,0.044,0.422,0.08,22.03,non_progressive
911,26,0.5,5.72,0.55,1.89,0.096,0.291,0.33,0.07,26.0,non_progressive
949,210,4.18,9.18,0.17,3.21,0.019,0.053,0.35,0.13,22.49,non_progressive
1037,163,3.24,9.47,0.34,3.69,0.036,0.092,0.39,0.13,22.53,non_progressive
1079,299,5.96,87.5,11.93,68.3,0.136,0.175,0.781,0.88,21.31,non_progressive
1146,68,1.34,11.28,1.06,4.54,0.094,0.233,0.403,0.15,22.39,non_progressive
1393,65,1.28,7.26,0.23,2.79,0.032,0.084,0.385,0.1,21.09,non_progressive
1473,28,0.54,123.94,74.11,78.89,0.598,0.939,0.637,1.43,27.78,progressive
1475,22,0.42,132.01,86.85,84.39,0.658,1.029,0.639,1.57,19.05,progressive
1513,106,2.1,14.09,3.4,6.24,0.241,0.545,0.443,0.21,18.1,non_progressive
1514,180,3.58,6.4,0.17,2.62,0.027,0.066,0.41,0.09,22.91,non_progressive
1515,249,4.96,51.84,7.32,48.71,0.141,0.15,0.94,0.31,22.38,non_progressive
1516,249,4.96,79.76,6.38,75.49,0.08,0.085,0.946,0.4,25.81,non_progressive
1517,249,4.96,2.78,0.11,1.05,0.04,0.105,0.378,0.04,23.19,immotile
1591,142,2.82,11.76,1.55,5.22,0.132,0.297,0.444,0.16,23.4,non_progressive
1661,33,0.64,10.32,2.15,4.99,0.209,0.432,0.484,0.14,17.19,non_progressive
