track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
2,450,8.98,4.07,0.04,1.32,0.01,0.031,0.324,0.06,23.27,immotile
4,281,5.6000000000000005,9.51,1.24,4.57,0.131,0.272,0.48,0.13,23.57,non_progressive
5,446,8.9,6.66,0.05,2.47,0.008,0.021,0.371,0.09,23.6,non_progressive
8,443,8.84,3.11,0.04,1.13,0.014,0.038,0.363,0.04,23.76,immotile
9,39,0.76,14.32,7.18,4.79,0.502,1.5,0.334,0.18,23.68,non_progressive
11,441,8.8,4.69,0.01,1.69,0.003,0.007,0.36,0.06,22.61,immotile
15,216,4.3,1.93,0.11,0.89,0.058,0.125,0.461,0.03,22.79,immotile
16,215,4.28,2.67,0.11,1.17,0.04,0.091,0.439,0.04,24.77,immotile
17,216,4.3,2.9,0.12,1.31,0.042,0.094,0.453,0.04,21.63,immotile
21,18,0.34,2.88,0.86,1.34,0.3,0.647,0.464,0.04,29.41,immotile
54,163,3.24,2.78,0.16,1.17,0.059,0.139,0.422,0.04,26.23,immotile
144,249,4.96,5.48,0.05,2.98,0.01,0.018,0.543,0.07,22.58,non_progressive
145,252,5.0200000000000005,2.79,0.06,1.49,0.021,0.04,0.533,0.04,21.12,immotile
146,21,0.4,95.1,78.0,86.09,0.82,0.906,0.905,0.53,12.5,progressive
155,20,0.38,5.75,0.46,2.89,0.079,0.157,0.503,0.07,13.16,non_progressive
164,156,3.1,62.12,12.52,57.52,0.202,0.218,0.926,0.52,17.1,non_progressive
318,72,1.42,63.31,35.31,55.32,0.558,0.638,0.874,0.62,16.2,progressive
321,17,0.32,9.18,2.23,3.74,0.243,0.597,0.408,0.12,31.25,non_progressive
323,400,7.98,8.06,0.01,2.94,0.002,0.005,0.365,0.11,23.31,non_progressive
392,31,0.6,9.41,0.92,4.33,0.098,0.213,0.46,0.12,23.33,non_progressive
438,156,3.1,6.51,0.03,2.28,0.005,0.014,0.35,0.09,20.65,non_progressive
457,44,0.86,5.3,0.77,2.76,0.144,0.278,0.52,0.07,24.42,non_progressive
462,19,0.36,6.14,0.5,1.79,0.081,0.277,0.291,0.08,22.22,non_progressive
598,61,1.2,6.96,0.48,2.62,0.068,0.182,0.377,0.09,25.83,non_progressive
599,178,3.54,7.64,0.25,2.65,0.032,0.093,0.347,0.1,22.88,non_progressive
715,20,0.38,3.89,1.52,1.93,0.391,0.788,0.497,0.05,18.42,immotile
750,36,0.7000000000000001,4.2,0.2,1.63,0.048,0.123,0.388,0.05,14.29,immotile
771,28,0.54,4.44,0.99,2.58,0.223,0.384,0.581,0.07,16.67,immotile
843,548,10.94,2.09,0.04,0.92,0.017,0.038,0.442,0.03,23.4,immotile
844,453,9.040000000000001,3.21,0.06,1.28,0.02,0.05,0.399,0.04,24.45,immotile
845,548,10.94,2.26,0.07,1.0,0.029,0.065,0.444,0.03,22.39,immotile
