track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
1,1456,29.1,17.04,0.05,6.09,0.003,0.008,0.358,0.24,22.1,non_progressive
2,89,1.76,36.67,12.35,18.54,0.337,0.666,0.505,0.41,23.3,progressive
3,225,4.48,49.13,10.92,40.77,0.222,0.268,0.83,0.47,13.84,non_progressive
4,56,1.1,19.4,6.35,7.89,0.327,0.804,0.407,0.27,19.09,non_progressive
19,52,1.02,38.27,20.69,30.55,0.541,0.677,0.798,0.36,22.55,progressive
31,1397,27.92,8.24,0.03,3.02,0.004,0.011,0.367,0.11,24.07,non_progressive
47,278,5.54,51.88,31.93,46.16,0.615,0.692,0.89,0.38,19.13,progressive
86,468,9.34,36.09,0.94,30.74,0.026,0.03,0.852,0.3,15.74,non_progressive
89,37,0.72,98.65,31.15,73.72,0.316,0.423,0.747,1.0,15.28,non_progressive
99,189,3.7600000000000002,115.45,42.24,91.91,0.366,0.46,0.796,1.12,17.55,non_progressive
104,266,5.3,27.3,15.47,16.15,0.567,0.958,0.591,0.3,19.06,progressive
110,467,9.32,7.12,1.28,4.52,0.18,0.284,0.634,0.08,21.24,non_progressive
111,456,9.1,17.25,2.02,11.91,0.117,0.17,0.691,0.2,19.45,non_progressive
112,156,3.1,47.58,28.28,43.86,0.594,0.645,0.922,0.31,23.55,progressive
113,71,1.4000000000000001,105.05,12.03,83.93,0.115,0.143,0.799,0.96,15.0,non_progressive
114,467,9.32,72.48,12.85,67.81,0.177,0.19,0.936,0.4,26.39,non_progressive
115,86,1.7,138.56,53.18,106.12,0.384,0.501,0.766,1.39,16.47,progressive
116,30,0.58,98.75,64.27,70.28,0.651,0.915,0.712,1.0,22.41,progressive
117,51,1.0,131.12,57.06,98.4,0.435,0.58,0.75,1.2,18.0,progressive
119,476,9.5,84.13,15.48,69.43,0.184,0.223,0.825,0.75,14.63,non_progressive
121,83,1.6400000000000001,101.21,62.9,77.33,0.621,0.813,0.764,0.97,19.51,progressive
122,29,0.56,143.25,26.98,111.41,0.188,0.242,0.778,1.32,14.29,non_progressive
123,45,0.88,121.25,89.85,100.17,0.741,0.897,0.826,1.19,15.91,progressive
124,24,0.46,129.58,76.22,98.75,0.588,0.772,0.762,1.29,17.39,progressive
125,19,0.36,131.93,57.01,97.21,0.432,0.586,0.737,1.13,16.67,progressive
130,86,1.7,103.02,38.7,80.42,0.376,0.481,0.781,0.97,13.53,non_progressive
136,466,9.3,5.62,0.22,2.8,0.04,0.08,0.498,0.08,23.87,non_progressive
197,110,2.18,115.01,15.73,89.49,0.137,0.176,0.778,1.11,16.51,non_progressive
205,26,0.5,54.93,12.77,45.02,0.232,0.284,0.819,0.5,14.0,non_progressive
217,112,2.22,117.17,14.19,90.82,0.121,0.156,0.775,1.14,16.67,non_progressive
262,20,0.38,137.32,9.97,63.94,0.073,0.156,0.466,1.71,15.79,non_progressive
270,31,0.6,15.42,2.16,4.79,0.14,0.45,0.311,0.22,26.67,non_progressive
325,83,1.6400000000000001,63.25,19.35,42.64,0.306,0.454,0.674,0.77,18.29,non_progressive
364,21,0.4,123.81,61.03,78.34,0.493,0.779,0.633,1.44,15.0,progressive
372,159,3.16,46.48,1.79,41.38,0.039,0.043,0.89,0.36,11.71,non_progressive
435,95,1.8800000000000001,119.09,14.59,93.58,0.123,0.156,0.786,1.15,13.3,non_progressive
444,61,1.2,31.97,28.71,29.64,0.898,0.969,0.927,0.21,20.83,progressive
499,50,0.98,100.95,10.04,80.26,0.099,0.125,0.795,1.08,14.29,non_progressive
531,17,0.32,134.54,74.67,94.65,0.555,0.789,0.704,1.28,15.62,progressive
600,25,0.48,117.7,76.58,81.89,0.651,0.935,0.696,1.29,18.75,progressive
604,42,0.8200000000000001,116.29,64.87,88.74,0.558,0.731,0.763,1.11,15.85,progressive
752,199,3.96,106.73,56.04,83.84,0.525,0.668,0.786,1.01,17.68,progressive
760,81,1.6,43.54,8.32,33.17,0.191,0.251,0.762,0.45,18.75,non_progressive
822,42,0.8200000000000001,83.15,45.43,66.72,0.546,0.681,0.802,0.76,20.73,progressive
