track_id,frame,cx,cy,x1,y1,x2,y2,conf
1,0,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,1,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,2,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,3,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,4,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,5,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,6,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,7,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,8,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,9,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,10,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,11,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,12,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,13,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,14,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,15,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,16,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,17,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,18,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,19,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,20,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,21,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,22,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,23,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,24,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,25,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,26,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,27,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,28,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,29,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,30,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,31,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,32,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,33,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,34,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,35,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,36,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,37,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,38,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,39,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,40,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,41,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,42,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,43,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,44,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,45,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,46,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,47,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,48,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,49,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,50,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,51,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,52,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,53,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,54,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,55,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,56,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,57,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,58,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,59,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,60,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,61,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,62,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,63,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,64,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,65,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,66,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,67,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,68,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,69,101.5,157.0,96.5,152.0,106.5,162.0,1.0
1,70,101.5,157.0,96.5,152.0,106.5,162.0,1.0
