track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
1,736,14.700000000000001,7.04,0.09,2.83,0.013,0.031,0.402,0.1,23.47,non_progressive
2,534,10.66,6.11,0.07,2.52,0.011,0.026,0.413,0.08,24.58,non_progressive
3,749,14.96,4.71,0.04,2.09,0.008,0.017,0.443,0.06,23.06,immotile
4,749,14.96,10.63,0.07,4.59,0.007,0.015,0.432,0.14,23.13,non_progressive
5,749,14.96,4.18,0.07,1.58,0.017,0.045,0.378,0.06,22.93,immotile
6,249,4.96,7.97,0.09,3.0,0.011,0.029,0.376,0.11,24.6,non_progressive
13,194,3.86,6.79,0.14,2.89,0.02,0.048,0.426,0.09,25.65,non_progressive
88,49,0.96,88.76,48.14,68.23,0.542,0.706,0.769,0.9,21.88,progressive
98,237,4.72,14.12,0.61,5.64,0.043,0.108,0.399,0.19,23.31,non_progressive
114,212,4.22,9.11,1.93,4.35,0.212,0.444,0.477,0.13,25.36,non_progressive
174,40,0.78,103.93,76.8,81.15,0.739,0.946,0.781,0.99,26.92,progressive
250,100,1.98,122.26,25.42,97.88,0.208,0.26,0.801,1.23,23.74,non_progressive
295,320,6.38,6.83,0.3,2.9,0.044,0.102,0.425,0.1,22.73,non_progressive
317,27,0.52,132.94,79.47,86.92,0.598,0.914,0.654,1.66,21.15,progressive
371,95,1.8800000000000001,123.42,10.99,82.32,0.089,0.133,0.667,1.48,21.28,non_progressive
423,56,1.1,112.36,69.08,85.63,0.615,0.807,0.762,1.15,25.45,progressive
491,83,1.6400000000000001,94.25,50.66,78.16,0.538,0.648,0.829,1.1,24.39,progressive
566,43,0.84,117.02,64.56,75.27,0.552,0.858,0.643,1.43,22.62,progressive
576,114,2.2600000000000002,107.35,23.71,86.01,0.221,0.276,0.801,1.06,26.99,non_progressive
661,22,0.42,157.79,107.61,99.58,0.682,1.081,0.631,1.73,23.81,progressive
688,45,0.88,78.11,43.87,60.8,0.562,0.722,0.778,0.74,22.73,progressive
703,26,0.5,135.56,74.41,79.0,0.549,0.942,0.583,1.65,24.0,progressive
704,197,3.92,102.09,7.36,80.85,0.072,0.091,0.792,1.03,25.26,non_progressive
706,197,3.92,8.73,0.24,3.21,0.028,0.076,0.368,0.12,25.0,non_progressive
725,47,0.92,124.15,63.68,78.22,0.513,0.814,0.63,1.53,19.57,progressive
756,98,1.94,6.41,0.46,2.62,0.072,0.176,0.409,0.09,22.16,non_progressive
796,34,0.66,118.63,74.2,87.26,0.625,0.85,0.736,1.29,19.7,progressive
851,30,0.58,74.88,55.04,56.4,0.735,0.976,0.753,0.77,22.41,progressive
870,720,14.38,51.96,7.27,48.07,0.14,0.151,0.925,0.34,23.23,non_progressive
871,720,14.38,79.85,3.94,75.07,0.049,0.052,0.94,0.44,25.66,non_progressive
872,710,14.18,2.58,0.03,1.16,0.012,0.027,0.45,0.03,23.84,immotile
881,57,1.12,12.14,3.5,5.3,0.288,0.66,0.436,0.17,23.21,non_progressive
908,418,8.34,9.76,0.09,4.7,0.01,0.02,0.481,0.14,22.18,non_progressive
945,50,0.98,10.59,2.33,4.25,0.22,0.549,0.402,0.14,22.45,non_progressive
