track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
37,25,0.48,151.78,17.58,39.19,0.116,0.449,0.258,2.24,20.83,non_progressive
284,20,0.38,104.54,2.32,24.76,0.022,0.094,0.237,1.6,28.95,non_progressive
312,19,0.36,128.02,106.32,115.34,0.831,0.922,0.901,1.93,8.33,progressive
346,42,0.8200000000000001,103.31,5.28,24.5,0.051,0.216,0.237,1.56,23.17,non_progressive
564,29,0.56,10.98,5.58,7.88,0.508,0.708,0.718,0.14,21.43,non_progressive
565,29,0.56,5.51,0.43,2.24,0.077,0.19,0.407,0.07,14.29,non_progressive
566,19,0.36,81.09,41.31,48.32,0.509,0.855,0.596,1.08,16.67,progressive
567,19,0.36,76.72,50.15,40.07,0.654,1.252,0.522,0.86,19.44,progressive
570,19,0.36,4.57,1.71,1.82,0.375,0.943,0.398,0.05,19.44,immotile
577,25,0.48,173.92,28.33,62.59,0.163,0.453,0.36,2.55,22.92,non_progressive
614,19,0.36,9.53,3.82,6.88,0.4,0.555,0.722,0.13,19.44,non_progressive
616,19,0.36,94.33,26.68,73.49,0.283,0.363,0.779,1.66,22.22,non_progressive
618,19,0.36,85.37,39.54,46.18,0.463,0.856,0.541,1.09,13.89,progressive
619,22,0.42,98.11,25.97,42.58,0.265,0.61,0.434,1.43,19.05,progressive
620,19,0.36,4.86,2.58,3.15,0.53,0.818,0.648,0.07,19.44,immotile
647,17,0.32,16.92,3.0,7.33,0.177,0.409,0.433,0.21,28.12,non_progressive
655,36,0.7000000000000001,61.29,11.53,22.32,0.188,0.517,0.364,0.88,20.0,progressive
672,19,0.36,10.08,0.76,4.13,0.075,0.184,0.41,0.13,25.0,non_progressive
718,19,0.36,27.67,7.62,18.12,0.275,0.421,0.655,0.32,22.22,non_progressive
780,18,0.34,71.59,50.81,47.75,0.71,1.064,0.667,0.89,20.59,progressive
801,39,0.76,10.64,0.3,3.74,0.028,0.081,0.352,0.14,18.42,non_progressive
802,29,0.56,43.36,23.29,27.85,0.537,0.836,0.642,0.51,21.43,progressive
803,21,0.4,155.78,39.56,50.22,0.254,0.788,0.322,2.15,20.0,progressive
827,29,0.56,22.25,5.85,10.88,0.263,0.537,0.489,0.29,17.86,non_progressive
853,18,0.34,144.2,54.85,112.41,0.38,0.488,0.78,1.53,17.65,non_progressive
854,20,0.38,99.0,20.29,37.93,0.205,0.535,0.383,1.27,15.79,progressive
882,19,0.36,10.24,4.1,4.87,0.4,0.841,0.476,0.13,19.44,non_progressive
887,19,0.36,6.32,1.26,3.8,0.2,0.333,0.601,0.08,22.22,non_progressive
915,30,0.58,91.51,8.85,38.52,0.097,0.23,0.421,1.2,18.97,non_progressive
918,19,0.36,46.59,10.41,34.24,0.223,0.304,0.735,0.42,11.11,non_progressive
919,29,0.56,12.57,0.68,4.81,0.054,0.14,0.383,0.17,17.86,non_progressive
923,17,0.32,50.2,22.07,33.42,0.44,0.66,0.666,0.54,12.5,progressive
926,17,0.32,150.24,122.7,131.06,0.817,0.936,0.872,2.81,21.88,progressive
982,47,0.92,24.19,1.04,14.3,0.043,0.073,0.591,0.31,14.13,non_progressive
