track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
1,81,1.6,17.54,0.54,5.3,0.031,0.102,0.302,0.25,18.75,non_progressive
2,20,0.38,30.36,10.06,14.12,0.331,0.713,0.465,0.43,23.68,progressive
5,20,0.38,67.26,59.69,61.05,0.888,0.978,0.908,1.34,18.42,progressive
6,81,1.6,23.01,1.28,8.21,0.056,0.156,0.357,0.33,20.0,non_progressive
9,59,1.16,49.25,13.52,21.52,0.275,0.628,0.437,0.77,23.28,progressive
11,54,1.06,8.96,0.59,2.88,0.065,0.204,0.321,0.12,21.7,non_progressive
13,47,0.92,19.26,1.91,6.56,0.099,0.291,0.341,0.27,17.39,non_progressive
14,353,7.04,68.56,1.47,20.94,0.021,0.07,0.305,1.05,19.46,non_progressive
17,45,0.88,21.98,3.73,8.04,0.17,0.464,0.366,0.33,22.73,non_progressive
18,46,0.9,18.83,0.86,7.04,0.046,0.122,0.374,0.26,21.11,non_progressive
27,36,0.7000000000000001,104.87,32.07,41.99,0.306,0.764,0.4,1.89,21.43,progressive
30,60,1.18,87.83,3.22,38.17,0.037,0.084,0.435,1.46,17.8,non_progressive
32,59,1.16,72.7,4.53,33.99,0.062,0.133,0.468,1.03,19.83,non_progressive
35,355,7.08,69.88,1.9,21.64,0.027,0.088,0.31,1.05,21.89,non_progressive
47,185,3.68,44.09,16.22,28.49,0.368,0.569,0.646,0.51,17.12,progressive
66,32,0.62,53.01,6.59,22.68,0.124,0.291,0.428,0.63,20.97,non_progressive
75,43,0.84,71.0,14.62,27.56,0.206,0.531,0.388,1.1,15.48,progressive
76,39,0.76,8.38,2.47,3.67,0.295,0.674,0.438,0.1,19.74,non_progressive
77,29,0.56,8.17,0.16,3.05,0.02,0.053,0.373,0.11,23.21,non_progressive
78,68,1.34,16.68,2.81,7.4,0.168,0.38,0.444,0.21,20.9,non_progressive
79,69,1.36,12.64,1.29,4.63,0.102,0.279,0.366,0.17,22.06,non_progressive
80,39,0.76,11.15,2.47,4.74,0.221,0.521,0.425,0.13,23.68,non_progressive
81,21,0.4,81.67,24.6,23.52,0.301,1.046,0.288,1.16,17.5,progressive
82,269,5.36,7.72,1.79,3.24,0.232,0.554,0.42,0.1,21.46,non_progressive
83,109,2.16,28.73,2.22,20.76,0.077,0.107,0.723,0.3,13.43,non_progressive
84,169,3.36,10.81,1.02,4.81,0.094,0.211,0.445,0.14,19.35,non_progressive
85,29,0.56,37.81,20.93,29.51,0.554,0.709,0.78,0.32,10.71,progressive
