track_id,frame,cx,cy,x1,y1,x2,y2,conf
1,0,22.0,105.0,17.0,100.0,27.0,110.0,1.0
1,1,23.978488837260667,104.9595035105668,18.978488837260667,99.9595035105668,28.978488837260667,109.9595035105668,1.0
1,2,24.497320338984984,104.78908906899206,19.497320338984984,99.78908906899206,29.497320338984984,109.78908906899206,1.0
1,3,25.025751506129854,105.56546883057825,20.025751506129854,100.56546883057825,30.025751506129854,110.56546883057825,1.0
1,4,25.741120488632887,104.73606470381468,20.741120488632887,99.73606470381468,30.741120488632887,109.73606470381468,1.0
1,5,25.779274475628412,104.057095048248,20.779274475628412,99.057095048248,30.779274475628412,109.057095048248,1.0
1,6,25.44367710317836,104.1212678903772,20.44367710317836,99.1212678903772,30.44367710317836,109.1212678903772,1.0
1,7,24.952692406344053,104.01119016137841,19.952692406344053,99.01119016137841,29.952692406344053,109.01119016137841,1.0
1,8,23.81745664675637,104.00378777797253,18.81745664675637,99.00378777797253,28.81745664675637,109.00378777797253,1.0
1,9,22.986063221355835,103.8589725219391,17.986063221355835,98.8589725219391,27.986063221355835,108.8589725219391,1.0
1,10,22.260307363064932,103.03605939269922,17.260307363064932,98.03605939269922,27.260307363064932,108.03605939269922,1.0
1,11,22.90933210948125,102.2308844469026,17.90933210948125,97.2308844469026,27.90933210948125,107.2308844469026,1.0
1,12,22.95155026211213,102.52288824877293,17.95155026211213,97.52288824877293,27.95155026211213,107.52288824877293,1.0
1,13,23.668968860634198,101.61320673635653,18.668968860634198,96.61320673635653,28.668968860634198,106.61320673635653,1.0
1,14,23.831247352302043,101.27146233236533,18.831247352302043,96.27146233236533,28.831247352302043,106.27146233236533,1.0
1,15,23.132556621939823,101.68256733610406,18.132556621939823,96.68256733610406,28.132556621939823,106.68256733610406,1.0
1,16,23.672210153965175,102.13319327528916,18.672210153965175,97.13319327528916,28.672210153965175,107.13319327528916,1.0
1,17,23.599103434618964,101.83812351287433,18.599103434618964,96.83812351287433,28.599103434618964,106.83812351287433,1.0
1,18,22.861238850455354,103.54572211783461,17.861238850455354,98.54572211783461,27.861238850455354,108.54572211783461,1.0
1,19,21.936787891442034,103.94424880709917,16.936787891442034,98.94424880709917,26.936787891442034,108.94424880709917,1.0
1,20,21.466352406955618,103.9288810487668,16.466352406955618,98.9288810487668,26.466352406955618,108.9288810487668,1.0
1,21,21.76528812234894,101.76265767423605,16.76528812234894,96.76265767423605,26.76528812234894,106.76265767423605,1.0
1,22,21.824322149318476,100.16042055922857,16.824322149318476,95.16042055922857,26.824322149318476,105.16042055922857,1.0
1,23,21.58050967803424,99.60446935314114,16.58050967803424,94.60446935314114,26.58050967803424,104.60446935314114,1.0
1,24,20.609133137778155,99.46571743102469,15.609133137778155,94.46571743102469,25.609133137778155,104.46571743102469,1.0
1,25,20.046399467607923,99.9828084062904,15.046399467607923,94.9828084062904,25.046399467607923,104.9828084062904,1.0
1,26,18.835327499820387,99.4726689887129,13.835327499820387,94.4726689887129,23.835327499820387,104.4726689887129,1.0
1,27,17.907984791191616,99.87386263425701,12.907984791191616,94.87386263425701,22.907984791191616,104.87386263425701,1.0
