track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
1,451,9.0,3.15,0.07,1.08,0.021,0.06,0.345,0.04,23.56,immotile
2,451,9.0,5.85,0.12,2.08,0.021,0.059,0.356,0.08,24.44,non_progressive
3,451,9.0,5.23,0.14,1.73,0.026,0.079,0.33,0.07,24.78,non_progressive
4,582,11.620000000000001,12.31,0.03,4.26,0.002,0.006,0.346,0.17,22.89,non_progressive
5,216,4.3,2.59,0.06,1.09,0.022,0.051,0.422,0.03,25.12,immotile
6,212,4.22,3.71,0.09,1.64,0.025,0.056,0.443,0.05,22.75,immotile
9,252,5.0200000000000005,3.43,0.1,1.44,0.03,0.072,0.42,0.05,22.31,immotile
10,252,5.0200000000000005,67.35,11.74,59.46,0.174,0.198,0.883,0.6,15.74,non_progressive
11,252,5.0200000000000005,4.51,0.1,2.52,0.023,0.041,0.558,0.06,23.51,immotile
14,132,2.62,10.27,1.49,4.65,0.145,0.321,0.453,0.14,23.28,non_progressive
35,548,10.94,2.61,0.06,1.21,0.024,0.051,0.464,0.03,22.49,immotile
