track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
3,1469,29.36,10.72,0.04,3.68,0.004,0.012,0.343,0.14,25.27,non_progressive
5,981,19.6,16.53,0.4,5.36,0.024,0.075,0.324,0.23,22.55,non_progressive
7,1468,29.34,11.92,0.06,3.95,0.005,0.016,0.331,0.16,24.71,non_progressive
18,233,4.64,17.81,0.05,5.57,0.003,0.008,0.313,0.25,24.14,non_progressive
19,48,0.9400000000000001,12.85,0.29,3.39,0.022,0.085,0.264,0.17,28.72,non_progressive
25,1318,26.34,14.33,0.07,5.24,0.005,0.013,0.365,0.19,23.2,non_progressive
49,469,9.36,10.77,0.21,4.61,0.02,0.046,0.428,0.14,23.93,non_progressive
51,60,1.18,46.47,8.59,38.46,0.185,0.223,0.828,0.38,20.34,non_progressive
52,29,0.56,52.85,35.68,39.17,0.675,0.911,0.741,0.6,25.0,progressive
53,453,9.040000000000001,12.08,1.19,4.84,0.098,0.246,0.401,0.17,24.67,non_progressive
54,459,9.16,10.63,0.85,4.27,0.08,0.199,0.402,0.14,24.78,non_progressive
59,21,0.4,85.02,68.38,60.55,0.804,1.129,0.712,0.9,15.0,progressive
69,434,8.66,7.24,0.25,2.96,0.034,0.084,0.409,0.1,22.86,non_progressive
77,107,2.12,28.98,12.41,22.13,0.428,0.561,0.764,0.31,18.4,progressive
206,23,0.44,66.61,8.41,48.65,0.126,0.173,0.73,0.64,13.64,non_progressive
317,180,3.58,46.13,10.54,39.81,0.229,0.265,0.863,0.38,15.08,non_progressive
362,28,0.54,15.31,4.31,8.8,0.281,0.489,0.575,0.21,20.37,non_progressive
541,286,5.7,13.71,0.12,6.1,0.009,0.02,0.444,0.17,26.14,non_progressive
650,18,0.34,102.37,67.28,60.38,0.657,1.114,0.59,1.42,20.59,progressive
724,143,2.84,37.17,25.83,28.75,0.695,0.899,0.773,0.41,17.25,progressive
748,16,0.3,103.88,38.75,46.34,0.373,0.836,0.446,1.46,20.0,progressive
784,16,0.3,65.26,52.44,51.77,0.804,1.013,0.793,0.64,23.33,progressive
965,50,0.98,56.84,12.09,45.7,0.213,0.265,0.804,0.5,20.41,non_progressive
1007,402,8.02,11.28,2.26,5.37,0.2,0.421,0.476,0.15,23.94,non_progressive
1008,847,16.92,13.76,1.59,5.34,0.115,0.298,0.388,0.19,24.17,non_progressive
1033,26,0.5,79.1,70.82,65.15,0.895,1.087,0.824,0.6,18.0,progressive
1040,43,0.84,90.45,58.63,71.34,0.648,0.822,0.789,0.89,17.86,progressive
1150,27,0.52,77.39,52.19,53.1,0.674,0.983,0.686,0.88,23.08,progressive
1274,90,1.78,46.23,27.7,34.66,0.599,0.799,0.75,0.57,21.35,progressive
1309,52,1.02,118.27,96.53,98.46,0.816,0.98,0.833,1.52,18.63,progressive
1314,42,0.8200000000000001,100.47,64.12,73.89,0.638,0.868,0.735,1.18,14.63,progressive
1436,38,0.74,63.05,17.16,51.55,0.272,0.333,0.818,0.7,16.22,non_progressive
1458,24,0.46,107.52,65.74,77.94,0.611,0.843,0.725,1.62,15.22,progressive
1480,20,0.38,87.1,19.25,56.87,0.221,0.338,0.653,0.9,23.68,non_progressive
