track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
1,1445,28.88,2.15,1.83,2.13,0.85,0.859,0.989,0.0,2.42,immotile
2,1445,28.88,0.6,0.44,0.59,0.742,0.747,0.994,0.0,1.07,immotile
3,1147,22.92,10.47,5.36,9.73,0.511,0.55,0.929,0.03,3.58,non_progressive
4,267,5.32,41.78,39.6,38.62,0.948,1.025,0.924,0.14,7.33,progressive
5,1445,28.88,1.8,1.3,1.71,0.723,0.76,0.951,0.0,1.9,immotile
6,611,12.200000000000001,43.19,18.9,36.27,0.438,0.521,0.84,0.24,14.02,progressive
7,209,4.16,20.79,12.41,17.23,0.597,0.72,0.829,0.13,13.94,non_progressive
8,1445,28.88,1.21,0.99,1.2,0.823,0.83,0.992,0.0,2.42,immotile
9,1445,28.88,0.41,0.24,0.41,0.574,0.58,0.99,0.0,0.38,immotile
10,1445,28.88,2.87,1.38,2.84,0.481,0.486,0.991,0.0,2.42,immotile
11,1445,28.88,1.99,0.61,1.87,0.304,0.324,0.938,0.0,1.35,immotile
12,295,5.88,52.37,27.22,43.75,0.52,0.622,0.835,0.3,15.99,progressive
13,344,6.86,61.96,33.52,51.33,0.541,0.653,0.828,0.4,13.7,progressive
14,1445,28.88,0.47,0.16,0.46,0.348,0.353,0.986,0.0,0.9,immotile
15,1370,27.38,7.68,1.43,6.99,0.186,0.204,0.909,0.02,3.14,non_progressive
16,893,17.84,45.36,25.22,38.38,0.556,0.657,0.846,0.26,9.98,progressive
17,383,7.640000000000001,11.88,3.88,9.73,0.327,0.399,0.819,0.07,8.64,non_progressive
18,1383,27.64,33.98,13.67,28.87,0.402,0.473,0.85,0.18,9.59,non_progressive
19,1445,28.88,0.22,0.12,0.22,0.556,0.558,0.997,0.0,0.66,immotile
20,1445,28.88,0.15,0.03,0.15,0.227,0.228,0.996,0.0,0.55,immotile
21,1445,28.88,3.39,2.29,3.37,0.675,0.679,0.994,0.0,1.52,immotile
22,375,7.48,34.75,29.45,32.67,0.848,0.902,0.94,0.1,9.49,progressive
23,1445,28.88,3.67,1.6,3.49,0.436,0.459,0.95,0.01,2.35,immotile
24,1445,28.88,0.57,0.07,0.55,0.121,0.125,0.965,0.0,0.87,immotile
25,1445,28.88,1.07,0.94,1.07,0.877,0.881,0.995,0.0,0.66,immotile
26,1445,28.88,0.66,0.37,0.66,0.549,0.552,0.995,0.0,2.84,immotile
27,1445,28.88,28.39,8.29,24.36,0.292,0.341,0.858,0.13,10.46,non_progressive
28,1381,27.6,2.24,1.99,2.23,0.889,0.894,0.995,0.0,0.76,immotile
29,188,3.74,1.95,1.52,1.91,0.778,0.793,0.981,0.0,1.6,immotile
31,1445,28.88,1.27,1.21,1.27,0.952,0.953,0.998,0.0,1.49,immotile
32,1445,28.88,0.08,0.08,0.08,0.926,0.928,0.998,0.0,0.21,immotile
33,178,3.54,52.48,41.87,45.36,0.798,0.923,0.864,0.28,6.21,progressive
34,1445,28.88,2.2,1.32,2.13,0.597,0.619,0.965,0.0,1.66,immotile
35,1445,28.88,1.66,0.84,1.65,0.508,0.512,0.991,0.0,1.04,immotile
36,1445,28.88,1.19,1.18,1.19,0.99,0.991,0.999,0.0,0.38,immotile
37,339,6.76,45.05,38.1,41.06,0.846,0.928,0.911,0.15,7.69,progressive
