track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
11,29,0.56,57.68,51.0,49.93,0.884,1.021,0.866,0.4,26.79,progressive
12,19,0.36,3.37,0.33,1.08,0.099,0.309,0.321,0.04,16.67,immotile
13,19,0.36,78.51,71.75,68.98,0.914,1.04,0.879,0.54,25.0,progressive
69,39,0.76,54.05,45.12,44.86,0.835,1.006,0.83,0.43,23.68,progressive
173,19,0.36,4.38,0.7,1.57,0.159,0.445,0.358,0.06,27.78,immotile
175,19,0.36,83.29,76.37,70.78,0.917,1.079,0.85,0.6,25.0,progressive
190,19,0.36,51.52,44.39,41.16,0.862,1.078,0.799,0.45,19.44,progressive
265,19,0.36,50.01,42.82,40.18,0.856,1.066,0.803,0.43,22.22,progressive
298,19,0.36,50.62,46.28,42.66,0.914,1.085,0.843,0.34,19.44,progressive
301,27,0.52,15.69,1.66,5.39,0.106,0.308,0.343,0.22,26.92,non_progressive
337,19,0.36,80.34,70.39,67.49,0.876,1.043,0.84,0.6,22.22,progressive
338,49,0.96,10.83,0.28,3.31,0.026,0.085,0.306,0.15,18.75,non_progressive
377,19,0.36,82.31,73.85,69.84,0.897,1.057,0.849,0.55,25.0,progressive
378,19,0.36,45.56,40.94,38.76,0.899,1.056,0.851,0.36,19.44,progressive
414,39,0.76,104.25,77.12,65.03,0.74,1.186,0.624,1.0,23.68,progressive
416,39,0.76,9.04,0.34,3.02,0.038,0.114,0.335,0.12,21.05,non_progressive
417,33,0.64,18.66,3.4,6.71,0.182,0.506,0.359,0.24,20.31,non_progressive
520,16,0.3,143.32,130.26,129.11,0.909,1.009,0.901,2.0,13.33,progressive
521,29,0.56,11.82,0.5,3.37,0.043,0.149,0.285,0.17,21.43,non_progressive
556,48,0.9400000000000001,57.55,51.58,51.15,0.896,1.008,0.889,0.4,25.53,progressive
579,18,0.34,14.35,1.24,4.15,0.086,0.298,0.289,0.21,20.59,non_progressive
657,19,0.36,55.12,48.4,45.14,0.878,1.072,0.819,0.4,13.89,progressive
712,667,13.32,9.74,0.17,3.21,0.018,0.053,0.33,0.13,22.45,non_progressive
713,332,6.62,83.75,11.54,62.04,0.138,0.186,0.741,0.91,21.9,non_progressive
714,62,1.22,117.05,60.44,85.95,0.516,0.703,0.734,1.2,23.77,progressive
715,667,13.32,10.62,0.07,3.13,0.007,0.023,0.295,0.15,24.32,non_progressive
716,38,0.74,133.97,64.2,75.97,0.479,0.845,0.567,1.71,18.92,progressive
717,665,13.280000000000001,8.05,0.07,2.22,0.009,0.033,0.275,0.12,24.4,non_progressive
718,651,13.0,7.44,0.05,2.25,0.007,0.024,0.303,0.1,23.69,non_progressive
753,47,0.92,119.3,56.93,70.17,0.477,0.811,0.588,1.56,18.48,progressive
758,129,2.56,105.65,19.04,81.07,0.18,0.235,0.767,1.09,26.56,non_progressive
776,28,0.54,125.93,68.9,73.9,0.547,0.932,0.587,1.61,20.37,progressive
787,101,2.0,123.89,10.01,74.31,0.081,0.135,0.6,1.57,21.5,non_progressive
810,406,8.1,102.15,6.84,80.05,0.067,0.085,0.784,1.05,25.93,non_progressive
866,127,2.52,94.01,24.66,71.58,0.262,0.344,0.761,0.96,21.03,non_progressive
876,30,0.58,131.1,71.5,78.33,0.545,0.913,0.597,1.56,17.24,progressive
885,27,0.52,146.4,90.09,86.49,0.615,1.042,0.591,1.64,21.15,progressive
906,76,1.5,118.69,58.11,76.58,0.49,0.759,0.645,1.45,19.33,progressive
914,140,2.7800000000000002,90.77,36.71,67.92,0.404,0.54,0.748,0.95,20.14,progressive
958,16,0.3,125.28,82.04,78.78,0.655,1.041,0.629,1.46,20.0,progressive
969,20,0.38,50.76,44.04,41.03,0.867,1.073,0.808,0.46,18.42,progressive
1070,49,0.96,73.09,61.58,66.11,0.843,0.932,0.905,0.69,20.83,progressive
1111,29,0.56,10.98,0.49,3.25,0.045,0.151,0.296,0.15,28.57,non_progressive
1133,19,0.36,89.65,73.92,72.49,0.825,1.02,0.809,0.69,27.78,progressive
1146,19,0.36,5.0,0.17,2.08,0.035,0.084,0.416,0.06,11.11,immotile
1155,19,0.36,56.3,46.95,42.31,0.834,1.109,0.752,0.5,30.56,progressive
1182,39,0.76,56.78,47.09,48.01,0.829,0.981,0.846,0.48,22.37,progressive
1194,29,0.56,9.43,1.13,2.8,0.12,0.403,0.297,0.13,17.86,non_progressive
1206,19,0.36,75.98,67.99,65.74,0.895,1.034,0.865,0.44,25.0,progressive
1207,19,0.36,7.67,0.53,2.06,0.069,0.259,0.268,0.11,22.22,non_progressive
1227,19,0.36,57.11,49.38,45.91,0.865,1.075,0.804,0.48,22.22,progressive
1228,29,0.56,79.69,69.37,68.29,0.871,1.016,0.857,0.54,25.0,progressive
1229,29,0.56,10.91,0.37,3.52,0.034,0.106,0.323,0.15,23.21,non_progressive
1255,19,0.36,7.48,0.44,2.9,0.059,0.151,0.388,0.1,22.22,non_progressive
