track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
1,1025,20.48,11.5,5.4,8.65,0.47,0.624,0.753,0.14,18.9,non_progressive
2,499,9.96,3.12,0.82,1.76,0.262,0.465,0.564,0.04,22.19,immotile
3,499,9.96,4.2,0.81,2.4,0.192,0.336,0.571,0.05,21.59,immotile
4,499,9.96,7.17,1.95,4.09,0.273,0.477,0.571,0.1,19.58,non_progressive
5,496,9.9,31.49,1.51,19.72,0.048,0.076,0.626,0.4,14.55,non_progressive
7,499,9.96,3.69,0.06,1.54,0.017,0.04,0.416,0.05,21.89,immotile
9,479,9.56,22.95,5.39,15.19,0.235,0.355,0.662,0.27,18.72,non_progressive
10,334,6.66,26.42,6.23,22.13,0.236,0.282,0.837,0.23,11.56,non_progressive
11,497,9.92,13.25,1.86,11.1,0.14,0.167,0.838,0.12,18.85,non_progressive
12,727,14.52,22.55,3.68,9.69,0.163,0.379,0.43,0.31,22.59,non_progressive
14,212,4.22,28.74,5.57,25.18,0.194,0.221,0.876,0.23,18.72,non_progressive
16,382,7.62,39.05,15.83,28.11,0.405,0.563,0.72,0.48,16.4,progressive
18,91,1.8,26.46,2.97,15.14,0.112,0.197,0.572,0.35,20.0,non_progressive
30,209,4.16,75.24,58.92,63.34,0.783,0.93,0.842,0.76,23.8,progressive
34,193,3.84,52.49,42.15,45.14,0.803,0.934,0.86,0.45,21.09,progressive
40,30,0.58,32.71,16.47,28.12,0.504,0.586,0.86,0.24,12.07,progressive
44,210,4.18,52.57,1.04,14.81,0.02,0.07,0.282,0.72,27.99,non_progressive
75,37,0.72,23.3,3.33,15.96,0.143,0.209,0.685,0.27,15.28,non_progressive
88,18,0.34,36.74,25.43,31.3,0.692,0.812,0.852,0.27,5.88,progressive
96,251,5.0,24.6,6.87,22.62,0.279,0.304,0.919,0.16,16.4,non_progressive
98,47,0.92,22.28,2.33,13.18,0.105,0.177,0.592,0.29,20.65,non_progressive
101,244,4.86,39.33,11.6,34.68,0.295,0.335,0.882,0.29,11.11,non_progressive
102,58,1.1400000000000001,7.82,3.22,3.82,0.411,0.843,0.488,0.11,22.81,non_progressive
114,184,3.66,42.13,21.86,34.88,0.519,0.627,0.828,0.4,16.67,progressive
134,21,0.4,8.82,5.27,5.08,0.598,1.038,0.576,0.11,20.0,non_progressive
180,525,10.48,26.51,14.76,22.21,0.557,0.664,0.838,0.24,15.36,progressive
181,525,10.48,37.23,8.47,31.26,0.228,0.271,0.84,0.32,12.31,non_progressive
182,175,3.48,70.66,35.66,50.33,0.505,0.709,0.712,0.79,18.68,progressive
185,523,10.44,7.48,0.93,3.85,0.124,0.241,0.515,0.1,20.88,non_progressive
186,361,7.2,6.46,2.44,3.7,0.378,0.661,0.572,0.08,23.06,non_progressive
192,342,6.82,57.03,34.66,41.43,0.608,0.837,0.727,0.63,17.45,progressive
224,135,2.68,64.7,33.63,41.83,0.52,0.804,0.647,0.75,16.79,progressive
229,80,1.58,50.47,41.41,43.82,0.82,0.945,0.868,0.4,22.78,progressive
233,76,1.5,26.61,12.92,17.82,0.486,0.725,0.67,0.32,21.33,progressive
235,46,0.9,59.23,32.9,37.77,0.555,0.871,0.638,0.75,17.78,progressive
241,23,0.44,64.82,19.47,31.03,0.3,0.628,0.479,0.87,13.64,progressive
253,66,1.3,19.1,5.78,14.56,0.303,0.397,0.762,0.17,16.92,non_progressive
254,444,8.86,3.33,0.04,1.77,0.011,0.02,0.533,0.04,21.78,immotile
255,17,0.32,62.77,29.72,36.77,0.473,0.808,0.586,0.75,18.75,progressive
256,423,8.44,47.09,19.66,36.6,0.417,0.537,0.777,0.45,11.73,progressive
257,352,7.0200000000000005,14.21,3.47,7.1,0.244,0.489,0.499,0.18,21.08,non_progressive
258,444,8.86,6.0,2.2,4.54,0.366,0.484,0.756,0.06,18.17,non_progressive
