track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
1,755,15.08,1.55,0.11,0.7,0.074,0.165,0.451,0.02,24.01,immotile
2,755,15.08,2.49,0.32,1.32,0.128,0.241,0.529,0.03,23.28,immotile
3,748,14.94,19.57,0.89,16.2,0.045,0.055,0.828,0.17,17.6,non_progressive
4,755,15.08,1.49,0.03,0.67,0.022,0.048,0.454,0.02,23.14,immotile
6,755,15.08,1.37,0.03,0.7,0.022,0.044,0.51,0.02,21.49,immotile
7,755,15.08,2.59,0.3,1.39,0.117,0.219,0.535,0.03,21.62,immotile
9,203,4.04,69.74,40.43,51.63,0.58,0.783,0.74,0.75,17.57,progressive
91,22,0.42,1.89,0.68,1.36,0.362,0.504,0.718,0.02,21.43,immotile
191,74,1.46,57.51,22.97,48.9,0.399,0.47,0.85,0.44,14.38,non_progressive
218,251,5.0,51.85,19.38,45.59,0.374,0.425,0.879,0.37,8.6,non_progressive
251,49,0.96,91.79,60.87,68.14,0.663,0.893,0.742,0.9,17.71,progressive
