track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
2,992,19.82,15.09,0.05,5.21,0.003,0.009,0.345,0.2,24.02,non_progressive
3,971,19.400000000000002,34.75,1.0,11.57,0.029,0.087,0.333,0.52,20.98,non_progressive
6,974,19.46,30.41,0.78,10.12,0.026,0.077,0.333,0.45,20.86,non_progressive
8,997,19.92,13.91,0.07,4.52,0.005,0.016,0.325,0.19,23.29,non_progressive
12,992,19.82,44.74,0.92,14.73,0.021,0.062,0.329,0.67,20.74,non_progressive
13,141,2.8000000000000003,72.87,31.91,43.34,0.438,0.736,0.595,0.98,19.64,progressive
15,997,19.92,7.65,0.02,2.71,0.002,0.006,0.354,0.1,24.6,non_progressive
18,997,19.92,12.84,0.11,4.4,0.008,0.024,0.343,0.18,24.9,non_progressive
22,997,19.92,11.25,0.1,3.71,0.009,0.026,0.33,0.16,22.74,non_progressive
25,960,19.18,35.67,1.54,11.9,0.043,0.13,0.334,0.53,21.32,non_progressive
49,469,9.36,14.95,0.28,6.33,0.019,0.044,0.424,0.2,22.86,non_progressive
50,469,9.36,18.44,0.2,7.68,0.011,0.026,0.416,0.25,23.5,non_progressive
51,469,9.36,7.13,0.28,2.93,0.04,0.096,0.412,0.09,23.93,non_progressive
52,469,9.36,8.05,0.07,2.99,0.009,0.024,0.372,0.11,24.68,non_progressive
53,469,9.36,13.91,0.6,6.35,0.043,0.095,0.456,0.17,23.5,non_progressive
54,469,9.36,7.93,0.09,3.08,0.012,0.03,0.389,0.11,25.64,non_progressive
55,469,9.36,7.66,0.4,3.22,0.052,0.125,0.42,0.1,24.36,non_progressive
56,469,9.36,6.47,0.09,2.62,0.013,0.033,0.405,0.09,22.97,non_progressive
57,467,9.32,33.77,7.9,27.53,0.234,0.287,0.815,0.31,17.81,non_progressive
58,136,2.7,11.18,0.27,4.5,0.024,0.06,0.403,0.15,24.07,non_progressive
59,461,9.200000000000001,6.68,0.03,2.56,0.005,0.012,0.384,0.09,24.35,non_progressive
60,469,9.36,7.25,0.63,3.08,0.087,0.204,0.425,0.09,24.36,non_progressive
61,469,9.36,7.56,0.18,3.21,0.024,0.057,0.425,0.1,25.0,non_progressive
62,469,9.36,7.63,0.51,3.14,0.066,0.161,0.411,0.1,24.79,non_progressive
63,469,9.36,7.6,0.2,2.94,0.027,0.069,0.387,0.1,22.54,non_progressive
64,466,9.3,12.27,0.08,5.33,0.007,0.016,0.434,0.17,23.23,non_progressive
65,469,9.36,8.01,0.03,3.32,0.004,0.009,0.415,0.1,23.93,non_progressive
66,48,0.9400000000000001,72.95,36.2,44.13,0.496,0.82,0.605,0.91,18.09,progressive
67,469,9.36,6.24,0.19,2.46,0.031,0.077,0.395,0.08,23.4,non_progressive
69,469,9.36,9.44,0.3,3.77,0.032,0.081,0.4,0.12,24.15,non_progressive
72,469,9.36,8.25,0.36,3.43,0.043,0.104,0.416,0.11,23.29,non_progressive
73,464,9.26,14.46,0.28,5.65,0.019,0.049,0.39,0.2,24.51,non_progressive
81,435,8.68,10.09,1.39,5.48,0.138,0.254,0.542,0.13,22.93,non_progressive
99,455,9.08,11.67,0.31,4.09,0.027,0.076,0.351,0.16,24.34,non_progressive
108,453,9.040000000000001,10.14,0.94,5.25,0.092,0.178,0.517,0.13,23.23,non_progressive
124,155,3.08,104.5,27.61,69.0,0.264,0.4,0.66,1.26,21.43,non_progressive
146,16,0.3,123.68,52.14,54.87,0.422,0.95,0.444,1.63,13.33,progressive
183,91,1.8,66.49,26.19,40.19,0.394,0.652,0.604,0.78,17.22,progressive
262,32,0.62,126.29,42.42,82.33,0.336,0.515,0.652,1.3,14.52,progressive
273,937,18.72,40.86,1.44,15.16,0.035,0.095,0.371,0.57,19.82,non_progressive
278,196,3.9,15.03,0.03,4.12,0.002,0.007,0.274,0.21,25.9,non_progressive
440,124,2.46,90.55,54.66,62.75,0.604,0.871,0.693,1.14,18.7,progressive
474,19,0.36,100.37,30.9,52.83,0.308,0.585,0.526,1.24,22.22,progressive
493,873,17.44,29.83,1.13,10.87,0.038,0.104,0.364,0.41,23.97,non_progressive
575,305,6.08,47.01,7.35,24.31,0.156,0.303,0.517,0.59,20.39,non_progressive
809,76,1.5,77.39,42.94,54.98,0.555,0.781,0.71,0.81,22.0,progressive
813,899,17.96,28.57,1.38,10.19,0.048,0.135,0.357,0.42,20.49,non_progressive
821,845,16.88,16.67,0.3,6.47,0.018,0.047,0.388,0.22,22.93,non_progressive
929,825,16.48,51.62,6.24,33.72,0.121,0.185,0.653,0.61,21.0,non_progressive
930,321,6.4,103.33,27.27,72.52,0.264,0.376,0.702,1.12,19.69,non_progressive
931,270,5.38,17.38,3.42,8.75,0.197,0.391,0.504,0.22,15.43,non_progressive
932,144,2.86,58.69,24.94,47.1,0.425,0.529,0.803,0.59,17.48,progressive
933,280,5.58,56.66,29.21,41.02,0.515,0.712,0.724,0.6,16.31,progressive
934,866,17.3,30.1,4.11,17.21,0.137,0.239,0.572,0.36,18.32,non_progressive
935,851,17.0,26.75,4.26,19.82,0.159,0.215,0.741,0.25,19.35,non_progressive
936,19,0.36,109.29,83.01,73.81,0.76,1.125,0.675,1.07,16.67,progressive
938,774,15.46,13.04,2.69,8.16,0.207,0.33,0.626,0.15,21.54,non_progressive
955,316,6.3,114.2,19.26,80.62,0.169,0.239,0.706,1.29,17.3,non_progressive
989,87,1.72,70.32,6.41,20.65,0.091,0.311,0.294,1.01,19.77,non_progressive
990,82,1.62,84.99,23.38,46.88,0.275,0.499,0.552,1.04,20.37,non_progressive
991,53,1.04,87.76,17.25,41.5,0.197,0.416,0.473,1.06,21.15,non_progressive
1000,723,14.44,10.58,0.15,4.52,0.014,0.033,0.427,0.14,24.03,non_progressive
1030,332,6.62,100.32,39.2,68.94,0.391,0.569,0.687,1.1,18.13,progressive
1101,18,0.34,115.71,11.5,78.8,0.099,0.146,0.681,1.16,29.41,non_progressive
1157,42,0.8200000000000001,50.55,18.8,41.09,0.372,0.457,0.813,0.49,19.51,non_progressive
1191,393,7.84,90.77,15.86,64.87,0.175,0.244,0.715,0.96,17.09,non_progressive
1223,62,1.22,65.19,35.19,40.32,0.54,0.873,0.619,0.76,23.77,progressive
1248,573,11.44,21.23,5.58,10.24,0.263,0.545,0.482,0.27,15.12,non_progressive
1258,23,0.44,98.7,28.78,75.06,0.292,0.383,0.76,1.32,15.91,non_progressive
1300,60,1.18,136.24,30.97,87.55,0.227,0.354,0.643,1.6,17.8,non_progressive
1306,87,1.72,129.85,41.66,85.0,0.321,0.49,0.655,1.39,20.93,non_progressive
1350,20,0.38,8.08,1.84,3.7,0.228,0.498,0.457,0.1,23.68,non_progressive
1369,442,8.82,107.99,12.33,71.07,0.114,0.174,0.658,1.23,18.82,non_progressive
1389,37,0.72,119.35,39.47,96.63,0.331,0.409,0.81,1.32,19.44,non_progressive
1456,43,0.84,21.08,1.81,5.48,0.086,0.33,0.26,0.31,21.43,non_progressive
1477,36,0.7000000000000001,133.73,47.88,88.9,0.358,0.539,0.665,1.63,22.86,progressive
1527,366,7.3,30.38,8.91,22.33,0.293,0.399,0.735,0.32,16.3,non_progressive
1538,356,7.1000000000000005,51.36,32.56,43.39,0.634,0.75,0.845,0.44,19.44,progressive
1560,341,6.8,81.43,28.21,59.66,0.346,0.473,0.733,0.87,12.5,non_progressive
1582,21,0.4,94.59,21.23,43.58,0.224,0.487,0.461,1.36,27.5,non_progressive
1632,32,0.62,26.62,1.64,7.33,0.062,0.223,0.276,0.39,22.58,non_progressive
1635,32,0.62,34.41,2.24,9.29,0.065,0.241,0.27,0.49,25.81,non_progressive
1637,32,0.62,45.99,8.7,14.79,0.189,0.588,0.322,0.64,17.74,progressive
1678,204,4.0600000000000005,17.83,1.83,7.16,0.103,0.255,0.401,0.26,22.66,non_progressive
1731,106,2.1,62.85,27.32,41.42,0.435,0.66,0.659,0.73,14.76,progressive
1732,226,4.5,80.84,32.42,58.92,0.401,0.55,0.729,0.81,16.67,progressive
1735,17,0.32,102.37,2.36,64.86,0.023,0.036,0.634,1.12,12.5,non_progressive
1786,21,0.4,18.41,1.02,5.25,0.056,0.195,0.285,0.27,22.5,non_progressive
1787,21,0.4,18.14,2.46,5.38,0.136,0.458,0.296,0.25,22.5,non_progressive
1788,21,0.4,13.97,0.76,3.65,0.055,0.209,0.261,0.2,25.0,non_progressive
1839,165,3.2800000000000002,104.28,25.45,76.62,0.244,0.332,0.735,1.07,15.55,non_progressive
1955,17,0.32,82.76,16.85,45.69,0.204,0.369,0.552,1.09,9.38,non_progressive
1956,59,1.16,83.84,21.62,56.06,0.258,0.386,0.669,0.93,18.1,non_progressive
1981,35,0.68,96.12,20.72,53.0,0.216,0.391,0.551,1.17,19.12,non_progressive
1982,25,0.48,39.41,5.48,14.36,0.139,0.382,0.364,0.46,27.08,non_progressive
1989,20,0.38,87.99,38.47,66.12,0.437,0.582,0.751,0.95,15.79,progressive
