track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
1,719,14.36,19.49,1.18,6.75,0.06,0.175,0.346,0.29,21.03,non_progressive
2,782,15.620000000000001,2.66,0.02,1.01,0.009,0.024,0.38,0.04,22.92,immotile
4,705,14.08,13.03,2.03,5.47,0.156,0.371,0.419,0.18,22.37,non_progressive
5,782,15.620000000000001,9.34,0.02,3.19,0.002,0.005,0.342,0.13,21.77,non_progressive
7,606,12.1,15.15,0.49,5.93,0.032,0.083,0.391,0.22,21.98,non_progressive
9,782,15.620000000000001,5.97,0.01,2.12,0.001,0.004,0.355,0.08,21.83,non_progressive
10,716,14.3,15.11,1.3,5.59,0.086,0.232,0.37,0.22,21.33,non_progressive
11,782,15.620000000000001,4.5,0.0,1.58,0.001,0.002,0.35,0.06,23.75,immotile
16,782,15.620000000000001,14.3,0.0,4.92,0.0,0.001,0.344,0.21,21.96,non_progressive
17,200,3.98,16.83,0.45,6.28,0.027,0.072,0.373,0.26,21.86,non_progressive
20,370,7.38,9.99,0.13,3.62,0.013,0.036,0.363,0.15,21.68,non_progressive
21,782,15.620000000000001,5.78,0.01,2.14,0.002,0.006,0.369,0.08,21.13,non_progressive
26,775,15.48,9.94,0.05,3.49,0.005,0.013,0.351,0.14,20.28,non_progressive
36,499,9.96,3.89,0.27,2.02,0.07,0.135,0.519,0.05,21.39,immotile
37,499,9.96,3.45,0.81,1.99,0.236,0.409,0.577,0.04,21.39,immotile
38,499,9.96,1.81,0.13,0.97,0.075,0.14,0.534,0.02,20.98,immotile
39,499,9.96,2.61,1.09,1.67,0.419,0.656,0.639,0.03,22.89,immotile
40,499,9.96,2.0,0.07,1.12,0.035,0.062,0.559,0.02,20.98,immotile
41,499,9.96,14.55,3.9,12.82,0.268,0.304,0.881,0.11,17.97,non_progressive
42,499,9.96,2.71,0.59,1.58,0.217,0.373,0.581,0.03,22.89,immotile
43,497,9.92,13.27,1.99,11.29,0.15,0.177,0.851,0.11,17.84,non_progressive
44,499,9.96,19.14,4.07,14.59,0.213,0.279,0.762,0.18,16.37,non_progressive
45,499,9.96,32.87,1.21,18.36,0.037,0.066,0.559,0.42,11.75,non_progressive
46,499,9.96,3.33,1.09,2.07,0.328,0.528,0.621,0.04,21.59,immotile
47,499,9.96,2.91,0.06,1.51,0.02,0.039,0.518,0.04,20.38,immotile
48,499,9.96,26.46,3.43,20.12,0.13,0.17,0.76,0.26,13.96,non_progressive
49,494,9.86,5.1,0.06,2.35,0.012,0.027,0.46,0.07,22.82,non_progressive
50,499,9.96,3.86,0.46,2.41,0.119,0.191,0.626,0.05,20.68,immotile
51,499,9.96,2.77,0.63,1.58,0.228,0.4,0.569,0.04,22.09,immotile
52,499,9.96,4.54,0.07,2.39,0.015,0.028,0.526,0.06,21.39,immotile
53,499,9.96,4.12,1.31,2.45,0.319,0.536,0.595,0.05,21.69,immotile
54,499,9.96,2.65,0.06,1.27,0.024,0.051,0.479,0.04,21.59,immotile
55,499,9.96,2.28,0.37,1.16,0.161,0.315,0.51,0.03,23.29,immotile
56,499,9.96,2.58,0.23,1.34,0.088,0.168,0.521,0.03,21.49,immotile
57,499,9.96,5.66,0.46,2.85,0.082,0.163,0.503,0.07,23.59,non_progressive
58,112,2.22,4.43,0.95,2.47,0.216,0.386,0.558,0.06,21.17,immotile
59,144,2.86,35.19,28.06,29.0,0.798,0.968,0.824,0.36,19.93,progressive
60,530,10.58,22.81,0.68,7.45,0.03,0.091,0.327,0.33,18.43,non_progressive
61,499,9.96,2.83,0.32,1.68,0.115,0.193,0.595,0.03,21.99,immotile
62,47,0.92,37.68,17.75,20.15,0.471,0.881,0.535,0.54,20.65,progressive
63,55,1.08,53.38,34.03,40.55,0.637,0.839,0.76,0.6,19.44,progressive
64,499,9.96,18.64,0.43,13.41,0.023,0.032,0.719,0.21,15.46,non_progressive
65,24,0.46,30.6,17.25,19.41,0.564,0.889,0.634,0.35,17.39,progressive
66,197,3.92,15.53,5.19,10.23,0.334,0.507,0.659,0.18,17.6,non_progressive
67,244,4.86,17.7,0.71,7.1,0.04,0.099,0.401,0.25,22.43,non_progressive
68,499,9.96,4.02,1.16,2.4,0.29,0.485,0.597,0.05,23.09,immotile
69,53,1.04,75.27,52.75,60.01,0.701,0.879,0.797,0.66,18.27,progressive
70,154,3.06,3.25,0.09,1.91,0.029,0.049,0.587,0.04,18.63,immotile
71,351,7.0,4.91,0.95,2.73,0.194,0.348,0.557,0.07,21.71,immotile
72,489,9.76,5.03,0.85,2.62,0.168,0.323,0.521,0.07,20.8,non_progressive
151,23,0.44,101.35,60.16,67.07,0.594,0.897,0.662,1.09,11.36,progressive
168,39,0.76,74.17,65.25,65.88,0.88,0.991,0.888,0.53,21.05,progressive
185,429,8.56,4.57,0.16,2.26,0.035,0.071,0.495,0.06,22.9,immotile
187,42,0.8200000000000001,77.68,67.23,67.38,0.865,0.998,0.867,0.57,19.51,progressive
216,696,13.9,25.92,1.14,9.42,0.044,0.121,0.363,0.37,21.51,non_progressive
217,686,13.700000000000001,10.91,2.36,4.88,0.217,0.485,0.447,0.15,22.77,non_progressive
218,690,13.780000000000001,11.28,1.43,4.5,0.127,0.317,0.399,0.16,20.83,non_progressive
219,689,13.76,13.17,1.93,5.24,0.146,0.368,0.398,0.19,19.99,non_progressive
220,701,14.0,18.26,1.28,6.46,0.07,0.198,0.354,0.26,19.93,non_progressive
221,33,0.64,39.42,4.35,12.29,0.11,0.354,0.312,0.56,23.44,non_progressive
223,63,1.24,46.62,13.77,22.59,0.295,0.61,0.485,0.64,20.16,progressive
249,120,2.38,64.66,36.91,52.36,0.571,0.705,0.81,0.57,20.17,progressive
350,161,3.2,15.97,0.12,6.84,0.008,0.018,0.428,0.2,22.19,non_progressive
359,223,4.44,3.41,0.12,2.2,0.035,0.055,0.644,0.05,21.4,immotile
382,47,0.92,70.52,54.29,56.7,0.77,0.957,0.804,0.58,22.83,progressive
446,109,2.16,80.23,37.72,59.05,0.47,0.639,0.736,0.83,20.37,progressive
447,120,2.38,15.74,0.92,7.07,0.059,0.131,0.449,0.22,23.53,non_progressive
457,40,0.78,89.65,32.22,60.56,0.359,0.532,0.676,0.95,14.1,progressive
492,91,1.8,88.91,30.81,64.07,0.347,0.481,0.721,0.9,19.44,non_progressive
583,40,0.78,60.26,45.37,44.52,0.753,1.019,0.739,0.6,19.23,progressive
602,26,0.5,5.65,1.09,2.91,0.192,0.374,0.514,0.07,24.0,non_progressive
638,140,2.7800000000000002,44.41,17.72,32.48,0.399,0.546,0.731,0.49,14.03,progressive
639,123,2.44,60.39,49.77,52.41,0.824,0.95,0.868,0.51,26.64,progressive
640,634,12.66,5.7,2.6,3.48,0.456,0.746,0.611,0.07,21.88,non_progressive
641,176,3.5,30.77,14.09,19.09,0.458,0.738,0.62,0.37,20.0,progressive
642,628,12.540000000000001,24.2,7.13,15.31,0.294,0.465,0.633,0.29,21.21,non_progressive
643,630,12.58,42.57,22.89,30.16,0.538,0.759,0.709,0.49,18.44,progressive
644,634,12.66,47.76,11.57,32.6,0.242,0.355,0.683,0.53,17.14,non_progressive
646,634,12.66,8.54,1.65,4.46,0.194,0.371,0.523,0.11,21.41,non_progressive
647,94,1.86,48.52,35.92,40.6,0.74,0.885,0.837,0.41,24.73,progressive
672,87,1.72,26.53,1.75,7.8,0.066,0.224,0.294,0.4,22.09,non_progressive
674,62,1.22,34.28,21.55,25.8,0.629,0.835,0.753,0.38,18.85,progressive
678,21,0.4,49.62,6.39,22.56,0.129,0.283,0.455,0.55,22.5,non_progressive
683,109,2.16,2.85,0.95,1.37,0.332,0.692,0.48,0.04,20.37,immotile
714,520,10.38,3.65,1.46,2.32,0.4,0.629,0.637,0.04,24.08,immotile
734,76,1.5,14.9,1.17,4.58,0.079,0.255,0.308,0.22,22.67,non_progressive
736,76,1.5,17.37,1.38,4.82,0.079,0.286,0.277,0.24,20.67,non_progressive
737,76,1.5,13.77,1.27,3.91,0.092,0.325,0.284,0.2,28.0,non_progressive
738,76,1.5,22.02,1.83,6.33,0.083,0.289,0.287,0.3,22.67,non_progressive
746,297,5.92,37.7,26.66,30.7,0.707,0.869,0.814,0.37,17.4,progressive
753,485,9.68,36.13,18.35,24.91,0.508,0.737,0.689,0.38,22.42,progressive
766,17,0.32,32.66,19.53,21.79,0.598,0.896,0.667,0.37,12.5,progressive
786,215,4.28,3.52,0.25,1.55,0.07,0.158,0.442,0.05,20.56,immotile
800,65,1.28,10.89,0.96,3.22,0.088,0.298,0.296,0.15,25.0,non_progressive
893,54,1.06,16.34,1.46,4.99,0.089,0.292,0.305,0.24,22.64,non_progressive
895,54,1.06,22.34,1.52,6.56,0.068,0.231,0.294,0.33,23.58,non_progressive
934,87,1.72,56.51,49.95,50.68,0.884,0.986,0.897,0.4,23.26,progressive
973,43,0.84,32.18,1.97,9.4,0.061,0.21,0.292,0.49,22.62,non_progressive
1032,101,2.0,52.64,29.34,36.41,0.557,0.806,0.692,0.59,17.5,progressive
1045,31,0.6,75.75,10.5,31.42,0.139,0.334,0.415,1.01,16.67,non_progressive
1090,25,0.48,52.97,42.81,44.22,0.808,0.968,0.835,0.44,25.0,progressive
1109,217,4.32,9.85,2.69,8.45,0.273,0.319,0.858,0.08,21.06,non_progressive
1110,217,4.32,5.4,0.24,2.94,0.045,0.082,0.544,0.07,21.99,non_progressive
1111,217,4.32,3.53,1.26,2.08,0.358,0.608,0.589,0.04,22.22,immotile
