track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
1,1462,29.22,17.07,0.15,5.28,0.009,0.028,0.309,0.26,21.46,non_progressive
2,1431,28.6,7.34,0.03,2.25,0.004,0.014,0.306,0.1,23.39,non_progressive
3,1436,28.7,7.22,0.03,2.23,0.005,0.015,0.308,0.1,22.4,non_progressive
4,1454,29.060000000000002,6.89,0.02,2.19,0.002,0.007,0.318,0.09,24.19,non_progressive
6,480,9.58,23.36,1.63,9.75,0.07,0.167,0.417,0.32,20.46,non_progressive
7,1452,29.02,15.08,0.04,4.76,0.002,0.008,0.316,0.22,20.78,non_progressive
8,1470,29.38,7.34,0.01,2.11,0.001,0.003,0.288,0.1,24.23,non_progressive
9,1442,28.82,10.56,0.06,4.08,0.005,0.014,0.386,0.15,23.0,non_progressive
10,1470,29.38,5.96,0.02,1.93,0.004,0.012,0.324,0.08,24.06,non_progressive
11,1465,29.28,13.47,0.03,4.83,0.003,0.007,0.359,0.19,23.16,non_progressive
12,1453,29.04,8.49,0.07,3.31,0.008,0.02,0.39,0.13,23.62,non_progressive
14,937,18.72,18.84,0.82,6.91,0.043,0.118,0.367,0.27,19.82,non_progressive
15,871,17.400000000000002,12.43,2.65,6.31,0.213,0.42,0.507,0.16,22.76,non_progressive
16,911,18.2,11.02,2.25,4.98,0.204,0.451,0.452,0.15,21.32,non_progressive
17,340,6.78,8.05,1.22,3.97,0.151,0.306,0.493,0.1,22.42,non_progressive
18,1457,29.12,7.07,0.02,2.31,0.003,0.009,0.326,0.1,24.04,non_progressive
20,399,7.96,36.24,4.77,23.41,0.132,0.204,0.646,0.39,15.33,non_progressive
23,1470,29.38,8.57,0.04,2.65,0.004,0.014,0.31,0.12,23.69,non_progressive
24,925,18.48,13.0,1.21,4.86,0.093,0.249,0.374,0.18,22.13,non_progressive
25,793,15.84,13.94,1.52,5.07,0.109,0.3,0.363,0.2,22.1,non_progressive
32,179,3.56,26.83,2.01,10.24,0.075,0.196,0.382,0.37,24.44,non_progressive
35,204,4.0600000000000005,20.41,3.28,9.62,0.161,0.341,0.471,0.25,21.67,non_progressive
41,932,18.62,7.18,0.04,2.55,0.005,0.014,0.355,0.1,22.07,non_progressive
43,226,4.5,16.79,1.22,6.52,0.072,0.187,0.388,0.24,22.67,non_progressive
46,905,18.080000000000002,10.0,2.41,4.98,0.241,0.485,0.498,0.13,21.85,non_progressive
48,145,2.88,21.07,6.82,11.86,0.324,0.575,0.563,0.23,23.61,non_progressive
53,539,10.76,15.78,3.71,8.52,0.235,0.435,0.54,0.21,23.51,non_progressive
93,467,9.32,3.02,0.05,1.41,0.017,0.037,0.466,0.04,22.42,immotile
94,467,9.32,4.83,0.34,2.38,0.071,0.144,0.493,0.07,21.46,immotile
95,469,9.36,4.0,0.2,1.77,0.049,0.111,0.442,0.05,24.68,immotile
96,465,9.28,4.71,1.7,2.77,0.362,0.614,0.589,0.06,22.2,immotile
97,467,9.32,2.65,0.47,1.35,0.179,0.352,0.509,0.03,21.46,immotile
98,454,9.06,3.53,0.67,1.68,0.189,0.398,0.475,0.05,23.4,immotile
99,467,9.32,4.42,2.2,2.81,0.498,0.785,0.635,0.05,23.93,immotile
100,200,3.98,5.5,1.61,2.8,0.292,0.574,0.509,0.07,24.12,non_progressive
101,465,9.28,4.61,1.65,2.7,0.358,0.61,0.586,0.06,21.88,immotile
102,468,9.34,5.08,1.65,2.9,0.324,0.569,0.57,0.06,23.34,non_progressive
103,131,2.6,15.44,3.24,11.95,0.21,0.271,0.774,0.14,21.54,non_progressive
104,469,9.36,3.0,0.26,1.49,0.087,0.174,0.498,0.04,22.12,immotile
105,466,9.3,4.27,0.31,1.95,0.073,0.161,0.456,0.06,21.94,immotile
106,189,3.7600000000000002,54.14,22.67,46.67,0.419,0.486,0.862,0.38,16.49,non_progressive
107,469,9.36,4.22,0.16,1.91,0.037,0.082,0.453,0.06,23.61,immotile
108,263,5.24,50.05,14.91,43.45,0.298,0.343,0.868,0.37,15.84,non_progressive
110,19,0.36,85.23,68.08,72.25,0.799,0.942,0.848,0.57,13.89,progressive
111,245,4.88,6.57,3.83,4.46,0.584,0.86,0.679,0.07,23.98,non_progressive
112,128,2.54,4.19,1.56,2.32,0.373,0.673,0.555,0.06,21.65,immotile
113,466,9.3,4.85,1.79,2.99,0.37,0.6,0.616,0.06,21.94,immotile
134,460,9.18,4.63,1.83,2.76,0.395,0.661,0.598,0.06,22.98,immotile
141,461,9.200000000000001,6.05,0.16,2.93,0.027,0.055,0.485,0.08,22.17,non_progressive
186,102,2.02,48.97,22.3,42.42,0.455,0.526,0.866,0.36,17.82,progressive
189,18,0.34,7.77,1.07,2.46,0.137,0.434,0.316,0.1,23.53,non_progressive
190,88,1.74,3.66,0.5,1.45,0.137,0.344,0.398,0.05,23.56,immotile
193,45,0.88,8.21,0.15,2.7,0.018,0.055,0.329,0.11,27.27,non_progressive
225,20,0.38,6.11,3.3,3.94,0.54,0.839,0.644,0.07,23.68,non_progressive
238,17,0.32,27.18,19.49,21.42,0.717,0.91,0.788,0.53,18.75,progressive
287,73,1.44,4.59,0.23,1.55,0.05,0.147,0.338,0.06,27.08,immotile
345,175,3.48,7.11,0.84,3.41,0.118,0.246,0.479,0.1,24.71,non_progressive
353,89,1.76,9.17,3.49,5.84,0.38,0.597,0.637,0.14,22.73,non_progressive
516,51,1.0,84.53,29.94,73.44,0.354,0.408,0.869,0.59,12.0,non_progressive
577,890,17.78,8.8,2.18,4.56,0.248,0.479,0.518,0.11,21.15,non_progressive
603,100,1.98,5.12,0.34,1.68,0.066,0.201,0.328,0.07,24.75,non_progressive
629,100,1.98,4.38,0.61,1.73,0.139,0.353,0.395,0.06,22.73,immotile
639,358,7.140000000000001,19.3,7.16,15.99,0.371,0.448,0.828,0.16,19.05,non_progressive
644,351,7.0,6.82,0.31,3.22,0.046,0.097,0.471,0.09,21.86,non_progressive
722,118,2.34,12.72,0.42,4.31,0.033,0.098,0.339,0.19,21.79,non_progressive
756,104,2.06,9.59,2.75,4.68,0.287,0.589,0.488,0.16,27.18,non_progressive
774,39,0.76,3.6,0.98,1.9,0.272,0.516,0.527,0.05,19.74,immotile
775,72,1.42,62.81,16.1,55.54,0.256,0.29,0.884,0.49,12.68,non_progressive
969,261,5.2,43.06,20.45,38.64,0.475,0.529,0.897,0.29,12.69,progressive
