track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
1,128,2.54,69.23,63.19,57.85,0.913,1.092,0.836,0.47,19.29,progressive
2,997,19.92,5.87,5.42,5.74,0.924,0.945,0.978,0.01,3.77,non_progressive
3,997,19.92,0.31,0.18,0.31,0.575,0.58,0.991,0.0,3.31,immotile
4,997,19.92,9.21,5.71,8.89,0.62,0.642,0.965,0.01,3.92,non_progressive
5,997,19.92,14.86,3.68,14.06,0.248,0.262,0.946,0.04,3.36,non_progressive
6,997,19.92,2.27,1.86,2.24,0.822,0.831,0.99,0.0,0.75,immotile
7,997,19.92,0.14,0.14,0.14,1.0,1.001,0.999,0.0,0.0,immotile
8,997,19.92,1.08,0.65,1.07,0.607,0.609,0.996,0.0,0.95,immotile
9,127,2.52,56.41,35.91,44.4,0.637,0.809,0.787,0.41,8.33,progressive
10,997,19.92,1.68,1.38,1.67,0.819,0.827,0.991,0.0,0.75,immotile
11,997,19.92,1.72,1.38,1.71,0.801,0.807,0.993,0.0,2.76,immotile
12,162,3.22,62.07,51.12,53.61,0.824,0.954,0.864,0.41,8.07,progressive
13,997,19.92,0.15,0.15,0.15,1.0,1.001,0.999,0.0,0.65,immotile
14,997,19.92,0.46,0.4,0.46,0.866,0.87,0.995,0.0,0.2,immotile
15,392,7.82,39.2,20.38,33.06,0.52,0.616,0.843,0.19,4.99,progressive
16,997,19.92,0.78,0.73,0.78,0.93,0.932,0.998,0.0,0.6,immotile
17,997,19.92,0.66,0.64,0.66,0.973,0.974,0.999,0.0,0.4,immotile
18,997,19.92,0.37,0.18,0.35,0.484,0.515,0.94,0.0,0.75,immotile
19,997,19.92,0.18,0.18,0.18,1.0,1.003,0.997,0.0,0.95,immotile
20,997,19.92,0.81,0.54,0.8,0.665,0.669,0.994,0.0,11.4,immotile
21,997,19.92,0.6,0.58,0.6,0.961,0.962,0.999,0.0,0.25,immotile
22,201,4.0,0.35,0.35,0.35,1.0,1.004,0.996,0.0,0.0,immotile
23,324,6.46,52.11,32.29,45.99,0.62,0.702,0.883,0.24,10.06,progressive
24,997,19.92,3.52,2.56,3.21,0.727,0.797,0.912,0.01,3.26,immotile
25,997,19.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
26,997,19.92,1.84,1.49,1.83,0.81,0.813,0.996,0.0,0.95,immotile
27,997,19.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
28,997,19.92,0.21,0.21,0.21,1.0,1.003,0.997,0.0,0.1,immotile
29,997,19.92,0.26,0.22,0.25,0.874,0.877,0.997,0.0,0.3,immotile
30,997,19.92,0.7,0.58,0.7,0.826,0.829,0.997,0.0,10.84,immotile
31,473,9.44,0.6,0.5,0.59,0.83,0.841,0.987,0.0,2.33,immotile
32,473,9.44,0.54,0.54,0.54,1.0,1.002,0.998,0.0,0.11,immotile
33,473,9.44,17.58,7.88,15.99,0.448,0.493,0.91,0.04,5.3,non_progressive
34,473,9.44,0.4,0.4,0.4,1.0,1.002,0.998,0.0,0.21,immotile
35,156,3.1,34.76,25.72,30.55,0.74,0.842,0.879,0.14,9.03,progressive
36,220,4.38,56.48,26.67,45.53,0.472,0.586,0.806,0.29,12.33,progressive
37,416,8.3,59.39,11.54,54.42,0.194,0.212,0.916,0.3,10.48,non_progressive
38,473,9.44,0.37,0.37,0.37,1.0,1.003,0.997,0.0,0.53,immotile
39,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
40,473,9.44,0.9,0.6,0.89,0.668,0.672,0.993,0.0,4.56,immotile
41,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
42,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
43,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
44,473,9.44,0.52,0.52,0.52,1.0,1.003,0.997,0.0,0.0,immotile
45,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
46,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
47,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
48,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
49,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
50,473,9.44,1.55,0.59,1.46,0.381,0.402,0.946,0.0,9.53,immotile
51,473,9.44,1.19,1.12,1.18,0.944,0.946,0.998,0.0,0.85,immotile
52,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
53,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
54,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
55,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
56,473,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,immotile
57,473,9.44,0.37,0.22,0.37,0.6,0.606,0.99,0.0,0.53,immotile
58,935,18.68,51.03,9.64,42.45,0.189,0.227,0.832,0.25,10.28,non_progressive
59,401,8.0,30.64,24.98,28.62,0.815,0.873,0.934,0.08,7.62,progressive
60,16,0.3,16.9,16.9,15.67,1.0,1.078,0.927,0.06,6.67,non_progressive
61,85,1.68,48.76,47.09,46.36,0.966,1.016,0.951,0.11,7.74,progressive
63,457,9.120000000000001,60.18,15.0,47.17,0.249,0.318,0.784,0.3,11.07,non_progressive
66,333,6.640000000000001,53.91,37.65,49.0,0.698,0.768,0.909,0.17,11.75,progressive
67,366,7.3,64.92,32.96,53.65,0.508,0.614,0.826,0.3,9.59,progressive
68,637,12.72,50.46,6.68,45.66,0.132,0.146,0.905,0.16,11.48,non_progressive
69,30,0.58,47.65,6.18,41.51,0.13,0.149,0.871,0.36,20.69,non_progressive
70,357,7.12,13.32,8.92,12.85,0.67,0.694,0.965,0.02,6.04,non_progressive
71,357,7.12,37.67,32.29,36.78,0.857,0.878,0.976,0.06,4.07,progressive
72,338,6.74,34.51,27.83,32.59,0.806,0.854,0.944,0.07,11.72,progressive
74,107,2.12,35.01,22.02,32.85,0.629,0.67,0.938,0.07,13.21,progressive
75,220,4.38,47.45,32.48,44.0,0.685,0.738,0.927,0.12,12.79,progressive
76,61,1.2,65.2,23.98,51.96,0.368,0.462,0.797,0.68,22.5,non_progressive
77,61,1.2,29.76,21.13,25.58,0.71,0.826,0.86,0.12,4.17,progressive
78,45,0.88,39.1,26.36,36.31,0.674,0.726,0.929,0.12,9.09,progressive
79,18,0.34,18.06,18.06,15.65,1.0,1.154,0.867,0.12,8.82,non_progressive
