track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
135,19,0.36,162.45,156.01,158.08,0.96,0.987,0.973,3.81,13.89,progressive
202,19,0.36,150.15,137.19,141.98,0.914,0.966,0.946,3.48,22.22,progressive
205,19,0.36,160.45,150.95,154.35,0.941,0.978,0.962,3.76,19.44,progressive
257,19,0.36,118.57,113.87,115.15,0.96,0.989,0.971,2.75,22.22,progressive
525,19,0.36,57.86,46.31,50.13,0.8,0.924,0.866,0.96,22.22,progressive
591,19,0.36,186.44,173.57,179.06,0.931,0.969,0.96,4.26,16.67,progressive
659,19,0.36,43.14,16.19,34.84,0.375,0.465,0.808,0.34,22.22,non_progressive
689,19,0.36,157.18,143.49,147.24,0.913,0.975,0.937,3.61,22.22,progressive
748,19,0.36,79.0,67.76,74.54,0.858,0.909,0.944,1.68,19.44,progressive
803,19,0.36,159.63,155.8,156.68,0.976,0.994,0.982,3.78,27.78,progressive
804,19,0.36,79.44,68.9,71.59,0.867,0.962,0.901,1.79,25.0,progressive
816,19,0.36,199.21,196.43,196.99,0.986,0.997,0.989,4.74,25.0,progressive
832,18,0.34,99.5,95.74,96.28,0.962,0.994,0.968,2.27,14.71,progressive
882,19,0.36,115.59,112.88,113.36,0.977,0.996,0.981,2.74,19.44,progressive
1133,19,0.36,118.93,112.17,113.76,0.943,0.986,0.957,2.74,22.22,progressive
1186,19,0.36,157.33,155.72,155.98,0.99,0.998,0.991,3.73,22.22,progressive
1191,18,0.34,124.08,119.31,120.75,0.962,0.988,0.973,2.86,26.47,progressive
1297,20,0.38,84.81,79.95,80.59,0.943,0.992,0.95,1.88,15.79,progressive
1318,19,0.36,10.06,2.25,4.32,0.224,0.52,0.43,0.12,19.44,non_progressive
1319,19,0.36,9.84,1.22,3.03,0.124,0.405,0.308,0.13,25.0,non_progressive
1530,19,0.36,7.22,1.38,3.62,0.191,0.381,0.502,0.08,16.67,non_progressive
1531,19,0.36,3.74,1.14,1.95,0.306,0.587,0.521,0.05,27.78,immotile
1532,19,0.36,7.73,4.49,5.0,0.581,0.898,0.647,0.1,19.44,non_progressive
1533,19,0.36,4.12,0.75,1.78,0.183,0.423,0.433,0.06,22.22,immotile
1534,19,0.36,4.57,1.2,2.62,0.262,0.458,0.573,0.07,19.44,immotile
1535,19,0.36,14.91,8.39,9.48,0.563,0.885,0.636,0.23,16.67,non_progressive
1537,19,0.36,3.86,0.46,2.04,0.12,0.227,0.529,0.04,22.22,immotile
1538,19,0.36,2.57,1.18,1.24,0.458,0.948,0.483,0.03,22.22,immotile
1539,19,0.36,4.37,2.22,2.89,0.509,0.77,0.661,0.07,25.0,immotile
1540,19,0.36,20.21,0.54,11.98,0.027,0.045,0.593,0.3,16.67,non_progressive
1541,19,0.36,5.52,1.62,3.04,0.294,0.534,0.55,0.06,19.44,non_progressive
1542,19,0.36,9.69,3.82,5.8,0.394,0.658,0.599,0.15,22.22,non_progressive
1543,19,0.36,4.16,1.67,2.06,0.401,0.81,0.496,0.05,13.89,immotile
1544,19,0.36,10.86,2.93,3.92,0.27,0.746,0.361,0.14,16.67,non_progressive
1545,19,0.36,5.15,0.76,1.56,0.147,0.484,0.303,0.08,22.22,non_progressive
1546,23,0.44,199.6,64.67,104.33,0.324,0.62,0.523,4.39,18.18,progressive
1547,19,0.36,6.29,1.92,3.57,0.305,0.537,0.568,0.08,19.44,non_progressive
1548,19,0.36,2.86,0.99,1.2,0.344,0.823,0.418,0.03,27.78,immotile
1549,18,0.34,37.46,26.98,32.89,0.72,0.82,0.878,0.67,20.59,progressive
1550,19,0.36,7.09,1.4,2.94,0.198,0.477,0.415,0.1,22.22,non_progressive
1551,19,0.36,25.83,11.66,11.95,0.451,0.975,0.463,0.29,25.0,progressive
1552,19,0.36,4.08,0.61,1.84,0.15,0.332,0.451,0.07,19.44,immotile
1553,19,0.36,4.04,0.77,1.41,0.191,0.546,0.349,0.06,30.56,immotile
1566,33,0.64,42.67,1.36,12.9,0.032,0.105,0.302,0.73,21.88,non_progressive
1592,29,0.56,7.4,2.66,3.66,0.36,0.727,0.495,0.11,23.21,non_progressive
1593,28,0.54,12.36,0.66,5.18,0.054,0.128,0.419,0.18,18.52,non_progressive
1595,30,0.58,31.77,0.77,7.82,0.024,0.098,0.246,0.49,24.14,non_progressive
1596,29,0.56,8.51,0.97,3.31,0.114,0.293,0.389,0.11,25.0,non_progressive
1597,30,0.58,187.0,182.05,74.56,0.974,2.442,0.399,2.25,31.03,progressive
1598,29,0.56,12.58,4.83,7.39,0.384,0.653,0.588,0.2,21.43,non_progressive
1599,19,0.36,2.77,1.0,1.38,0.361,0.726,0.497,0.04,16.67,immotile
1600,30,0.58,77.74,71.05,31.21,0.914,2.276,0.401,0.94,20.69,progressive
1601,29,0.56,9.4,0.43,3.1,0.046,0.139,0.33,0.13,17.86,non_progressive
1603,29,0.56,11.46,2.12,4.57,0.185,0.464,0.399,0.15,23.21,non_progressive
1604,30,0.58,56.74,48.47,22.11,0.854,2.193,0.39,0.69,22.41,progressive
1605,28,0.54,12.09,0.82,4.49,0.068,0.182,0.371,0.16,18.52,non_progressive
1606,29,0.56,10.28,1.48,4.6,0.144,0.322,0.447,0.17,19.64,non_progressive
1607,19,0.36,7.83,4.67,4.81,0.597,0.971,0.615,0.09,22.22,non_progressive
1609,29,0.56,4.82,0.46,1.82,0.096,0.253,0.377,0.07,21.43,immotile
1611,19,0.36,4.14,0.39,1.87,0.094,0.207,0.452,0.06,22.22,immotile
1612,39,0.76,58.45,53.14,54.67,0.909,0.972,0.935,1.32,25.0,progressive
1613,29,0.56,8.81,1.16,3.7,0.131,0.313,0.42,0.12,21.43,non_progressive
1614,29,0.56,22.05,2.35,13.56,0.107,0.173,0.615,0.31,25.0,non_progressive
1616,29,0.56,7.66,1.19,3.1,0.155,0.384,0.404,0.1,23.21,non_progressive
1617,19,0.36,5.77,2.18,3.53,0.378,0.618,0.611,0.07,25.0,non_progressive
1633,22,0.42,151.52,87.1,93.85,0.575,0.928,0.619,3.1,30.95,progressive
1704,20,0.38,53.77,9.51,19.43,0.177,0.49,0.361,0.71,13.16,non_progressive
1705,19,0.36,17.08,5.69,9.07,0.333,0.627,0.531,0.2,11.11,non_progressive
1706,19,0.36,26.27,5.69,14.41,0.217,0.395,0.549,0.31,16.67,non_progressive
1707,19,0.36,4.56,1.11,2.31,0.244,0.481,0.508,0.06,16.67,immotile
1795,19,0.36,115.33,111.19,112.25,0.964,0.991,0.973,2.69,25.0,progressive
1849,19,0.36,131.26,110.36,115.8,0.841,0.953,0.882,2.85,13.89,progressive
2019,20,0.38,95.87,81.09,84.38,0.846,0.961,0.88,2.09,15.79,progressive
2042,19,0.36,141.19,117.12,126.04,0.829,0.929,0.893,2.95,22.22,progressive
2052,19,0.36,117.93,109.16,112.28,0.926,0.972,0.952,2.74,13.89,progressive
2112,29,0.56,172.35,163.71,168.15,0.95,0.974,0.976,4.03,25.0,progressive
2163,19,0.36,128.04,116.25,122.68,0.908,0.948,0.958,2.8,19.44,progressive
2168,19,0.36,115.97,110.03,110.87,0.949,0.992,0.956,2.7,25.0,progressive
2178,29,0.56,148.13,135.69,138.64,0.916,0.979,0.936,3.18,25.0,progressive
2243,27,0.52,163.16,146.7,153.51,0.899,0.956,0.941,3.64,13.46,progressive
2341,17,0.32,168.94,109.25,137.77,0.647,0.793,0.816,3.45,15.62,progressive
2386,31,0.6,175.14,140.12,150.08,0.8,0.934,0.857,3.88,18.33,progressive
2392,19,0.36,17.21,0.85,5.17,0.049,0.164,0.3,0.24,22.22,non_progressive
2395,19,0.36,144.88,142.71,142.98,0.985,0.998,0.987,3.42,19.44,progressive
2396,19,0.36,146.67,135.09,139.28,0.921,0.97,0.95,3.34,19.44,progressive
2408,19,0.36,74.37,59.68,67.42,0.802,0.885,0.907,1.55,25.0,progressive
2411,19,0.36,6.75,1.39,2.64,0.206,0.526,0.391,0.09,25.0,non_progressive
2506,19,0.36,165.76,161.88,163.86,0.977,0.988,0.988,3.92,16.67,progressive
2523,21,0.4,177.66,154.45,159.98,0.869,0.965,0.901,2.47,27.5,progressive
2569,19,0.36,167.64,162.71,164.93,0.971,0.987,0.984,3.96,25.0,progressive
2575,19,0.36,116.72,110.19,111.68,0.944,0.987,0.957,2.72,22.22,progressive
2585,18,0.34,71.73,66.28,65.68,0.924,1.009,0.916,1.59,17.65,progressive
2629,19,0.36,14.33,1.82,4.68,0.127,0.388,0.326,0.19,19.44,non_progressive
2637,19,0.36,13.28,2.71,7.07,0.204,0.382,0.533,0.16,22.22,non_progressive
2692,19,0.36,116.97,111.05,112.17,0.949,0.99,0.959,2.74,27.78,progressive
2878,29,0.56,107.81,104.18,105.22,0.966,0.99,0.976,2.48,17.86,progressive
