track_id,frame,cx,cy,x1,y1,x2,y2,conf
1,0,80.5,106.5,75.5,101.5,85.5,111.5,1.0
2,0,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,1,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,2,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,3,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,4,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,5,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,6,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,7,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,8,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,9,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,10,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,11,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,12,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,13,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,14,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,15,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,16,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,17,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,18,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,19,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,20,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,21,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,22,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,23,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,24,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,25,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,26,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,27,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,28,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,29,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,30,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,31,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,32,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,33,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,34,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,35,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,36,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,37,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,38,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,39,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,40,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,41,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,42,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,43,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,44,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,45,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,46,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,47,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,48,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,49,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,50,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,51,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,52,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,53,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,54,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,55,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,56,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,57,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,58,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,59,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,60,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,61,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,62,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,63,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,64,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,65,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,66,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,67,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,68,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,69,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,70,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,71,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,72,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,73,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,74,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,75,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,76,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,77,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,78,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,79,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,80,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,81,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,82,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,83,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,84,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,85,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,86,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,87,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,88,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,89,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,90,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,91,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,92,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,93,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,94,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,95,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,96,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,97,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,98,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,99,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,100,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,101,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,102,333.5,48.0,328.5,43.0,338.5,53.0,1.0
2,103,333.5,48.0,328.5,43.0,338.5,53.0,1.0
