track_id,frame,cx,cy,x1,y1,x2,y2,conf
1,0,133.5,396.0,122.0,387.0,145.0,405.0,1.0
1,1,133.5,391.0,122.0,382.0,145.0,400.0,1.0
1,2,101.5,336.0,90.0,327.0,113.0,345.0,1.0
1,3,101.29999999999998,333.2,89.79999999999998,324.2,112.79999999999998,342.2,1.0
1,4,101.1,330.4,89.6,321.4,112.6,339.4,1.0
1,5,100.9,327.6,89.4,318.6,112.4,336.6,1.0
1,6,100.7,324.8,89.2,315.8,112.2,333.8,1.0
1,7,100.5,322.0,89.0,313.0,112.0,331.0,1.0
1,8,102.5,319.6,91.0,310.6,114.0,328.6,1.0
1,9,104.5,317.2,93.0,308.2,116.0,326.2,1.0
1,10,106.5,314.8,95.0,305.8,118.0,323.8,1.0
1,11,108.5,312.4,97.0,303.4,120.0,321.4,1.0
1,12,110.5,310.0,99.0,301.0,122.0,319.0,1.0
1,13,112.35714285714286,308.42857142857144,100.85714285714286,299.42857142857144,123.85714285714286,317.42857142857144,1.0
1,14,114.21428571428571,306.85714285714283,102.71428571428571,297.85714285714283,125.71428571428571,315.85714285714283,1.0
1,15,116.07142857142858,305.2857142857143,104.57142857142858,296.2857142857143,127.57142857142858,314.2857142857143,1.0
1,16,117.92857142857142,303.7142857142857,106.42857142857142,294.7142857142857,129.42857142857142,312.7142857142857,1.0
1,17,119.78571428571428,302.14285714285717,108.28571428571428,293.14285714285717,131.28571428571428,311.14285714285717,1.0
1,18,121.64285714285714,300.57142857142856,110.14285714285714,291.57142857142856,133.14285714285714,309.57142857142856,1.0
1,19,123.5,299.0,112.0,290.0,135.0,308.0,1.0
1,20,125.5,297.8888888888889,114.0,288.8888888888889,137.0,306.8888888888889,1.0
1,21,127.5,296.77777777777777,116.0,287.77777777777777,139.0,305.77777777777777,1.0
1,22,129.5,295.6666666666667,118.0,286.6666666666667,141.0,304.6666666666667,1.0
1,23,131.5,294.55555555555554,120.0,285.55555555555554,143.0,303.55555555555554,1.0
1,24,133.5,293.44444444444446,122.0,284.44444444444446,145.0,302.44444444444446,1.0
1,25,135.5,292.3333333333333,124.0,283.3333333333333,147.0,301.3333333333333,1.0
1,26,137.5,291.22222222222223,126.0,282.22222222222223,149.0,300.22222222222223,1.0
1,27,139.5,290.1111111111111,128.0,281.1111111111111,151.0,299.1111111111111,1.0
1,28,141.5,289.0,130.0,280.0,153.0,298.0,1.0
1,29,144.35714285714286,289.42857142857144,132.85714285714286,280.42857142857144,155.85714285714286,298.42857142857144,1.0
1,30,147.21428571428572,289.85714285714283,135.71428571428572,280.85714285714283,158.71428571428572,298.85714285714283,1.0
1,31,150.07142857142858,290.2857142857143,138.57142857142858,281.2857142857143,161.57142857142858,299.2857142857143,1.0
1,32,152.92857142857142,290.7142857142857,141.42857142857142,281.7142857142857,164.42857142857142,299.7142857142857,1.0
1,33,155.78571428571428,291.14285714285717,144.28571428571428,282.14285714285717,167.28571428571428,300.14285714285717,1.0
1,34,158.64285714285714,291.57142857142856,147.14285714285714,282.57142857142856,170.14285714285714,300.57142857142856,1.0
1,35,161.5,292.0,150.0,283.0,173.0,301.0,1.0
