track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
2,1470,29.38,8.59,0.05,3.0,0.006,0.016,0.349,0.12,21.95,non_progressive
8,1468,29.34,12.76,0.06,4.58,0.005,0.014,0.359,0.18,21.3,non_progressive
9,43,0.84,68.59,30.79,39.86,0.449,0.773,0.581,0.88,23.81,progressive
10,964,19.26,17.26,0.55,5.94,0.032,0.092,0.344,0.25,22.43,non_progressive
25,469,9.36,3.35,0.33,1.7,0.099,0.196,0.506,0.04,21.79,immotile
27,60,1.18,51.52,40.08,43.92,0.778,0.912,0.852,0.4,20.34,progressive
28,469,9.36,5.21,0.82,2.63,0.158,0.313,0.506,0.07,23.08,non_progressive
29,469,9.36,4.9,2.17,3.0,0.442,0.722,0.612,0.06,22.12,immotile
30,469,9.36,43.63,3.87,37.43,0.089,0.104,0.858,0.38,20.62,non_progressive
31,469,9.36,36.4,4.44,25.48,0.122,0.174,0.7,0.41,14.32,non_progressive
32,219,4.36,43.0,25.86,37.91,0.602,0.682,0.882,0.24,21.33,progressive
33,38,0.74,90.35,67.05,67.58,0.742,0.992,0.748,0.91,20.27,progressive
34,467,9.32,73.79,11.59,65.72,0.157,0.176,0.891,0.44,29.94,non_progressive
46,56,1.1,96.07,52.33,77.15,0.545,0.678,0.803,0.95,20.0,progressive
93,59,1.16,85.44,72.72,79.29,0.851,0.917,0.928,0.4,29.31,progressive
120,153,3.04,76.25,27.56,68.3,0.361,0.404,0.896,0.49,26.97,non_progressive
156,338,6.74,12.82,7.54,9.03,0.588,0.835,0.705,0.14,24.63,non_progressive
206,52,1.02,48.54,42.12,43.67,0.868,0.964,0.9,0.34,21.57,progressive
239,45,0.88,91.39,72.95,73.79,0.798,0.989,0.807,0.79,23.86,progressive
247,218,4.34,78.75,12.17,72.24,0.155,0.168,0.917,0.41,25.12,non_progressive
279,164,3.2600000000000002,71.34,17.96,61.67,0.252,0.291,0.864,0.53,25.46,non_progressive
287,880,17.580000000000002,11.02,1.0,4.19,0.091,0.239,0.38,0.16,22.47,non_progressive
343,70,1.3800000000000001,23.08,13.67,15.34,0.592,0.891,0.665,0.28,20.29,non_progressive
416,852,17.02,47.28,2.15,40.63,0.045,0.053,0.859,0.41,19.8,non_progressive
418,59,1.16,58.65,36.38,48.69,0.62,0.747,0.83,0.49,17.24,progressive
419,852,17.02,8.99,4.57,6.02,0.509,0.76,0.67,0.1,21.86,non_progressive
420,688,13.74,24.8,3.66,19.82,0.148,0.185,0.799,0.24,19.72,non_progressive
421,20,0.38,84.44,65.61,62.74,0.777,1.046,0.743,0.81,23.68,progressive
422,849,16.96,26.38,2.59,15.93,0.098,0.163,0.604,0.33,16.8,non_progressive
463,520,10.38,61.02,9.33,54.66,0.153,0.171,0.896,0.38,25.82,non_progressive
465,87,1.72,33.71,3.04,10.65,0.09,0.286,0.316,0.48,20.93,non_progressive
466,84,1.6600000000000001,47.66,11.28,19.0,0.237,0.594,0.399,0.67,23.49,progressive
469,86,1.7,58.83,2.64,24.79,0.045,0.107,0.421,0.76,18.82,non_progressive
491,122,2.42,46.75,13.69,39.32,0.293,0.348,0.841,0.4,19.42,non_progressive
530,76,1.5,121.11,98.44,104.33,0.813,0.943,0.861,0.93,25.33,progressive
571,65,1.28,13.03,1.27,3.93,0.098,0.324,0.301,0.18,26.56,non_progressive
580,42,0.8200000000000001,86.14,64.49,64.8,0.749,0.995,0.752,0.81,26.83,progressive
598,74,1.46,60.21,32.74,50.36,0.544,0.65,0.836,0.47,21.92,progressive
617,127,2.52,98.68,78.02,88.48,0.791,0.882,0.897,0.68,20.24,progressive
682,119,2.36,97.56,66.66,79.97,0.683,0.833,0.82,0.82,24.58,progressive
688,80,1.58,58.24,35.84,49.25,0.615,0.728,0.846,0.45,22.15,progressive
697,86,1.7,78.54,59.51,73.71,0.758,0.807,0.939,0.4,25.88,progressive
711,338,6.74,74.72,21.22,65.94,0.284,0.322,0.883,0.52,27.74,non_progressive
739,32,0.62,14.0,0.96,3.56,0.068,0.268,0.255,0.19,29.03,non_progressive
787,202,4.0200000000000005,66.06,33.47,59.45,0.507,0.563,0.9,0.41,28.36,progressive
810,47,0.92,51.31,40.96,40.99,0.798,0.999,0.799,0.41,22.83,progressive
814,100,1.98,75.61,49.22,68.73,0.651,0.716,0.909,0.42,30.3,progressive
879,32,0.62,104.16,85.72,86.24,0.823,0.994,0.828,0.79,17.74,progressive
886,24,0.46,5.31,0.87,2.99,0.165,0.292,0.564,0.07,15.22,non_progressive
