track_id,n_frames,duration_s,VCL,VSL,VAP,LIN,STR,WOB,ALH,BCF,motility
5,183,3.64,12.82,5.43,7.15,0.423,0.759,0.558,0.19,23.9,non_progressive
8,656,13.1,17.53,3.68,7.4,0.21,0.497,0.422,0.24,23.21,non_progressive
26,469,9.36,5.56,0.11,2.54,0.019,0.042,0.457,0.07,22.97,non_progressive
27,139,2.7600000000000002,76.82,47.75,59.54,0.622,0.802,0.775,0.75,21.01,progressive
28,469,9.36,3.79,0.77,1.87,0.203,0.41,0.495,0.05,22.12,immotile
29,471,9.4,69.7,13.35,57.44,0.192,0.232,0.824,0.56,14.04,non_progressive
30,469,9.36,95.85,2.55,74.28,0.027,0.034,0.775,0.91,14.42,non_progressive
31,469,9.36,4.85,0.58,2.43,0.119,0.237,0.501,0.07,22.97,immotile
32,469,9.36,2.71,0.09,1.27,0.032,0.069,0.469,0.04,22.44,immotile
33,454,9.06,8.47,0.31,3.73,0.037,0.084,0.44,0.12,23.18,non_progressive
34,188,3.74,27.9,6.24,18.62,0.224,0.335,0.667,0.32,19.52,non_progressive
92,640,12.780000000000001,16.59,2.87,6.79,0.173,0.423,0.409,0.24,21.52,non_progressive
177,39,0.76,100.28,12.9,68.79,0.129,0.188,0.686,1.08,25.0,non_progressive
367,318,6.34,91.11,2.01,73.73,0.022,0.027,0.809,0.86,15.3,non_progressive
368,584,11.66,65.1,16.92,52.84,0.26,0.32,0.812,0.62,17.07,non_progressive
369,174,3.46,86.42,19.85,69.07,0.23,0.287,0.799,0.82,13.87,non_progressive
370,62,1.22,32.41,18.7,20.06,0.577,0.932,0.619,0.42,23.77,progressive
371,591,11.8,41.08,5.72,35.81,0.139,0.16,0.872,0.34,22.88,non_progressive
384,520,10.38,13.76,3.54,6.65,0.257,0.531,0.484,0.18,22.45,non_progressive
395,23,0.44,58.1,7.93,49.73,0.136,0.159,0.856,0.43,13.64,non_progressive
428,25,0.48,115.61,34.28,91.93,0.297,0.373,0.795,1.17,14.58,non_progressive
432,87,1.72,43.63,4.82,14.47,0.11,0.333,0.332,0.6,25.0,non_progressive
434,24,0.46,30.88,4.49,7.78,0.145,0.577,0.252,0.41,26.09,progressive
449,526,10.5,71.63,6.82,60.7,0.095,0.112,0.847,0.61,17.52,non_progressive
505,76,1.5,35.65,3.05,9.99,0.086,0.306,0.28,0.53,23.33,non_progressive
542,335,6.68,35.41,19.2,26.4,0.542,0.727,0.745,0.39,14.67,progressive
567,171,3.4,40.1,23.87,27.66,0.595,0.863,0.69,0.47,18.53,progressive
573,304,6.0600000000000005,41.76,3.94,31.59,0.094,0.125,0.756,0.44,14.36,non_progressive
784,83,1.6400000000000001,27.72,14.27,20.06,0.515,0.711,0.724,0.31,17.07,progressive
785,47,0.92,86.97,45.62,63.85,0.524,0.714,0.734,0.85,14.13,progressive
786,259,5.16,7.09,0.23,3.13,0.032,0.073,0.442,0.09,22.48,non_progressive
787,214,4.26,82.96,49.36,63.66,0.595,0.775,0.767,0.83,16.67,progressive
788,259,5.16,2.7,0.06,1.2,0.023,0.052,0.445,0.04,22.67,immotile
789,132,2.62,66.64,19.62,54.73,0.294,0.359,0.821,0.58,12.6,non_progressive
790,259,5.16,5.51,0.62,2.54,0.113,0.245,0.461,0.07,21.71,non_progressive
791,259,5.16,8.46,2.03,4.8,0.239,0.422,0.568,0.1,24.03,non_progressive
831,21,0.4,32.43,1.61,8.07,0.05,0.2,0.249,0.47,22.5,non_progressive
864,126,2.5,64.06,19.32,50.67,0.302,0.381,0.791,0.57,13.6,non_progressive
870,99,1.96,12.86,2.48,5.3,0.193,0.468,0.412,0.17,21.94,non_progressive
875,38,0.74,47.13,30.8,36.53,0.654,0.843,0.775,0.48,17.57,progressive
905,32,0.62,73.68,20.97,55.08,0.285,0.381,0.748,0.64,9.68,non_progressive
911,44,0.86,88.4,54.93,67.73,0.621,0.811,0.766,0.84,17.44,progressive
